team,player_name,position,age,caps,goals,club
Norway,Martin Ødegaard,Midfielder,27,67,4,Arsenal
Norway,Jørgen Strand Larsen,Forward,26,27,6,Crystal Palace
Norway,Sander Tangvik,Goalkeeper,23,0,0,Hamburger SV
Norway,Egil Selvik,Goalkeeper,28,6,0,Watford
Norway,Fredrik Aursnes,Midfielder,30,21,1,Benfica
Norway,Fredrik André Bjørkan,Defender,27,20,1,Bodø/Glimt
Norway,Marcus Holmgren Pedersen,Defender,25,32,0,Torino
Norway,Torbjørn Heggem,Defender,27,14,0,Bologna
Norway,Kristian Thorstvedt,Midfielder,27,36,4,Sassuolo
Norway,Thelo Aasgaard,Midfielder,24,7,5,Rangers
Norway,Antonio Nusa,Forward,21,23,8,RB Leipzig
Norway,Andreas Schjelderup,Midfielder,22,11,1,Benfica
Norway,Oscar Bobb,Midfielder,22,19,2,Fulham
Norway,Jens Petter Hauge,Midfielder,26,15,1,Bodø/Glimt
Norway,Sondre Langås,Defender,25,3,0,Derby County
Norway,Henrik Falchener,Defender,23,1,0,Viking
Norway,Julian Ryerson,Forward,28,42,1,Borussia Dortmund
Senegal,Yehvann Diouf,Goalkeeper,26,2,0,Nice
Senegal,Mamadou Sarr,Defender,20,7,0,Chelsea
Senegal,Kalidou Koulibaly,Defender,34,102,2,Al-Hilal
Senegal,Abdoulaye Seck,Defender,34,22,4,Maccabi Haifa
Senegal,Idrissa Gueye,Midfielder,36,130,7,Everton
Senegal,Pathé Ciss,Midfielder,32,29,0,Rayo Vallecano
Senegal,Assane Diao,Forward,20,5,0,Como
Senegal,Lamine Camara,Midfielder,22,32,7,Monaco
Senegal,Bamba Dieng,Forward,26,22,2,Lorient
Senegal,Sadio Mané,Forward,34,127,55,Al-Nassr
Senegal,Nicolas Jackson,Forward,24,32,8,Bayern Munich
Senegal,Cherif Ndiaye,Forward,30,18,4,Samsunspor
Senegal,Iliman Ndiaye,Forward,26,39,4,Everton
Senegal,Ismail Jakobs,Defender,26,29,0,Galatasaray
Senegal,Krépin Diatta,Defender,27,60,2,Monaco
Senegal,Édouard Mendy,Goalkeeper,34,56,0,Al-Ahli
Senegal,Pape Matar Sarr,Midfielder,23,39,4,Tottenham Hotspur
Senegal,Ismaïla Sarr,Forward,28,82,19,Crystal Palace
Senegal,Moussa Niakhaté,Defender,30,30,0,Lyon
Senegal,Ibrahim Mbaye,Forward,18,10,3,Paris Saint-Germain
Senegal,Habib Diarra,Midfielder,22,20,4,Sunderland
Senegal,Bara Sapoko Ndiaye,Midfielder,18,1,0,Bayern Munich
Senegal,Mory Diaw,Goalkeeper,32,5,0,Le Havre
Senegal,Antoine Mendy,Defender,22,6,0,Nice
Senegal,El Hadji Malick Diouf,Defender,21,19,1,West Ham United
Senegal,Pape Gueye,Midfielder,27,41,5,Villarreal
Algeria,Melvin Mastil,Goalkeeper,26,1,0,Stade Nyonnais
Algeria,Aïssa Mandi,Defender,34,117,7,Lille
Algeria,Achref Abada,Defender,26,7,1,USM Alger
Algeria,Mohamed Amine Tougai,Defender,26,29,2,Espérance de Tunis
Algeria,Zineddine Belaïd,Defender,27,10,1,JS Kabylie
Algeria,Ramiz Zerrouki,Midfielder,28,52,3,Twente
Algeria,Riyad Mahrez,Forward,35,114,38,Al-Ahli
Algeria,Houssem Aouar,Midfielder,27,20,6,Al-Ittihad
Algeria,Amine Gouiri,Forward,26,22,8,Marseille
Algeria,Farès Chaïbi,Midfielder,23,29,3,Eintracht Frankfurt
Algeria,Anis Hadj Moussa,Forward,24,14,1,Feyenoord
Algeria,Nadhir Benbouali,Forward,26,3,1,Győri ETO
Algeria,Jaouen Hadjam,Defender,23,17,3,Young Boys
Algeria,Hicham Boudaoui,Midfielder,26,32,0,Nice
Algeria,Rayan Aït-Nouri,Defender,25,28,0,Manchester City
Algeria,Oussama Benbot,Goalkeeper,31,2,0,USM Alger
Algeria,Rafik Belghali,Defender,24,12,1,Hellas Verona
Algeria,Mohamed Amoura,Forward,26,45,19,VfL Wolfsburg
Algeria,Nabil Bentaleb,Midfielder,31,59,6,Lille
Algeria,Adil Boulbina,Forward,23,11,6,Al-Duhail
Algeria,Ramy Bensebaini,Defender,31,81,7,Borussia Dortmund
Algeria,Ibrahim Maza,Midfielder,20,16,2,Bayer Leverkusen
Algeria,Luca Zidane,Goalkeeper,28,7,0,Granada
Algeria,Yacine Titraoui,Midfielder,22,5,0,Charleroi
Algeria,Farès Ghedjemis,Forward,23,1,1,Frosinone
Algeria,Samir Chergui,Defender,27,4,0,Paris FC
Argentina,Juan Musso,Goalkeeper,32,3,0,Atlético Madrid
Argentina,Nicolás Tagliafico,Defender,33,75,1,Lyon
Argentina,Gonzalo Montiel,Defender,29,38,2,River Plate
Argentina,Leandro Paredes,Midfielder,31,77,5,Boca Juniors
Argentina,Lisandro Martínez,Defender,28,26,1,Manchester United
Argentina,Rodrigo De Paul,Midfielder,32,85,2,Inter Miami CF
Argentina,Valentín Barco,Midfielder,21,2,1,Strasbourg
Argentina,Julián Alvarez,Forward,26,51,14,Atlético Madrid
Argentina,Lionel Messi,Forward,38,198,116,Inter Miami CF
Argentina,Giovani Lo Celso,Midfielder,30,65,4,Real Betis
Argentina,Gerónimo Rulli,Goalkeeper,34,7,0,Marseille
Argentina,Cristian Romero,Defender,28,49,3,Tottenham Hotspur
Argentina,Exequiel Palacios,Midfielder,27,38,0,Bayer Leverkusen
Argentina,Nicolás González,Midfielder,28,50,6,Atlético Madrid
Argentina,Thiago Almada,Forward,25,14,4,Atlético Madrid
Argentina,Giuliano Simeone,Forward,23,11,1,Atlético Madrid
Argentina,Nico Paz,Forward,21,8,1,Como
Argentina,Nicolás Otamendi,Defender,38,130,8,Benfica
Argentina,Alexis Mac Allister,Midfielder,27,44,6,Liverpool
Argentina,José Manuel López,Forward,25,3,0,Palmeiras
Argentina,Lautaro Martínez,Forward,28,75,36,Inter Milan
Argentina,Emiliano Martínez,Goalkeeper,33,59,0,Aston Villa
Argentina,Enzo Fernández,Midfielder,25,40,6,Chelsea
Argentina,Facundo Medina,Defender,27,7,0,Marseille
Argentina,Nahuel Molina,Defender,28,58,1,Atlético Madrid
Austria,Alexander Schlager,Goalkeeper,30,26,0,Red Bull Salzburg
Austria,David Affengruber,Defender,25,1,0,Elche
Austria,Kevin Danso,Defender,27,32,0,Tottenham Hotspur
Austria,Xaver Schlager,Midfielder,28,51,4,RB Leipzig
Austria,Stefan Posch,Defender,29,52,5,Mainz 05
Austria,Nicolas Seiwald,Midfielder,25,47,1,RB Leipzig
Austria,Marko Arnautović,Forward,37,133,47,Red Star Belgrade
Austria,David Alaba,Defender,33,113,15,Real Madrid
Austria,Marcel Sabitzer,Midfielder,32,98,26,Borussia Dortmund
Austria,Florian Grillitsch,Midfielder,30,58,1,Braga
Austria,Michael Gregoritsch,Forward,32,75,24,FC Augsburg
Austria,Florian Wiegele,Goalkeeper,25,1,0,Viktoria Plzeň
Austria,Patrick Pentz,Goalkeeper,29,18,0,Brøndby
Austria,Saša Kalajdžić,Forward,28,22,4,LASK
Austria,Philipp Lienhart,Defender,29,41,3,SC Freiburg
Austria,Phillipp Mwene,Defender,32,30,0,Mainz 05
Austria,Carney Chukwuemeka,Midfielder,22,3,1,Borussia Dortmund
Austria,Romano Schmid,Midfielder,26,34,3,Werder Bremen
Austria,Konrad Laimer,Midfielder,29,57,7,Bayern Munich
Austria,Patrick Wimmer,Forward,25,30,1,VfL Wolfsburg
Austria,Alexander Prass,Midfielder,25,19,0,TSG Hoffenheim
Austria,Marco Friedl,Defender,28,11,0,Werder Bremen
Austria,Paul Wanner,Midfielder,20,3,0,PSV Eindhoven
Austria,Michael Svoboda,Defender,27,4,0,Venezia
Austria,Alessandro Schöpf,Midfielder,32,35,6,Wolfsberger AC
Jordan,Yazeed Abulaila,Goalkeeper,33,75,0,Al-Hussein
Jordan,Mohammad Abu Hashish,Defender,31,55,1,Al-Karma
Jordan,Abdallah Nasib,Defender,32,64,3,Al-Zawraa
Jordan,Husam Abu Dahab,Defender,26,17,0,Al-Faisaly
Jordan,Yazan Al-Arab,Defender,30,79,3,FC Seoul
Jordan,Amer Jamous,Midfielder,23,18,1,Al-Zawraa
Jordan,Mohammad Abu Zrayq,Forward,28,40,5,Raja Casablanca
Jordan,Noor Al-Rawabdeh,Midfielder,29,67,3,Selangor
Jordan,Ali Olwan,Forward,26,65,29,Al-Sailiya
Jordan,Musa Al-Taamari,Forward,29,91,24,Rennes
Jordan,Odeh Al-Fakhouri,Forward,20,9,1,Pyramids
Jordan,Nour Bani Attiah,Goalkeeper,33,4,0,Al-Faisaly
Jordan,Mahmoud Al-Mardi,Forward,32,88,9,Al-Hussein
Jordan,Rajaei Ayed,Midfielder,32,72,0,Al-Hussein
Jordan,Ibrahim Sadeh,Midfielder,26,56,3,Al-Karma
Jordan,Mo Abualnadi,Defender,25,17,0,Selangor
Jordan,Salim Obaid,Defender,34,10,0,Al-Hussein
Jordan,Saed Al-Rosan,Defender,29,20,2,Al-Hussein
Jordan,Mohannad Abu Taha,Midfielder,23,28,1,Al-Quwa Al-Jawiya
Jordan,Nizar Al-Rashdan,Midfielder,27,46,4,Qatar SC
Jordan,Abdallah Al-Fakhouri,Goalkeeper,26,11,0,Al-Wehdat
Jordan,Ihsan Haddad,Defender,32,91,2,Al-Hussein
Jordan,Ali Azaizeh,Forward,22,3,0,Al-Shabab
Jordan,Mohammad Al-Dawoud,Midfielder,34,12,1,Al-Wehdat
Jordan,Anas Badawi,Defender,28,1,0,Al-Faisaly
Colombia,David Ospina,Goalkeeper,37,130,0,Atlético Nacional
Colombia,Daniel Muñoz,Defender,30,45,3,Crystal Palace
Colombia,Jhon Lucumí,Defender,27,36,1,Bologna
Colombia,Santiago Arias,Defender,34,67,0,Independiente
Colombia,Kevin Castaño,Midfielder,25,25,0,River Plate
Colombia,Richard Ríos,Midfielder,26,31,2,Benfica
Colombia,Luis Díaz,Forward,29,73,22,Bayern Munich
Colombia,Jorge Carrascal,Midfielder,28,23,2,Flamengo
Colombia,Jhon Córdoba,Forward,33,21,6,Krasnodar
Colombia,James Rodríguez,Midfielder,34,125,31,Minnesota United FC
Colombia,Jhon Arias,Midfielder,28,37,4,Palmeiras
Colombia,Camilo Vargas,Goalkeeper,37,41,0,Atlas
Colombia,Yerry Mina,Defender,31,53,8,Cagliari
Colombia,Gustavo Puerta,Defender,22,5,1,Racing Santander
Colombia,Juan Portilla,Midfielder,27,9,0,Athletico Paranaense
Colombia,Jefferson Lerma,Midfielder,31,64,5,Crystal Palace
Colombia,Johan Mojica,Defender,33,44,1,Mallorca
Colombia,Willer Ditta,Defender,28,4,0,Cruz Azul
Colombia,Cucho Hernández,Forward,27,8,2,Real Betis
Colombia,Juan Fernando Quintero,Midfielder,33,48,6,River Plate
Colombia,Jaminton Campaz,Forward,26,9,1,Rosario Central
Colombia,Deiver Machado,Defender,32,15,0,Nantes
Colombia,Davinson Sánchez,Defender,29,78,4,Galatasaray
Colombia,Álvaro Montero,Goalkeeper,31,11,0,Vélez Sarsfield
Colombia,Luis Suárez,Forward,28,11,5,Sporting CP
Colombia,Andrés Gómez,Forward,23,7,2,Vasco da Gama
DR Congo,Lionel Mpasi,Goalkeeper,31,28,0,Le Havre
DR Congo,Aaron Wan-Bissaka,Defender,28,11,0,West Ham United
DR Congo,Steve Kapuadi,Defender,28,4,0,Widzew Łódź
DR Congo,Axel Tuanzebe,Defender,28,13,1,Burnley
DR Congo,Dylan Batubinsika,Defender,30,14,1,AEL
DR Congo,Ngal'ayel Mukau,Midfielder,21,13,0,Lille
DR Congo,Nathanaël Mbuku,Midfielder,24,18,2,Montpellier
DR Congo,Samuel Moutoussamy,Midfielder,29,57,0,Atromitos
DR Congo,Brian Cipenga,Forward,28,7,0,Castellón
DR Congo,Théo Bongonda,Midfielder,30,37,7,Spartak Moscow
DR Congo,Gaël Kakuta,Forward,34,30,5,AEL
DR Congo,Joris Kayembe,Defender,31,25,0,Genk
DR Congo,Meschak Elia,Forward,28,68,12,Alanyaspor
DR Congo,Noah Sadiki,Midfielder,21,19,0,Sunderland
DR Congo,Aaron Tshibola,Midfielder,31,16,1,Kilmarnock
DR Congo,Timothy Fayulu,Goalkeeper,26,3,0,Noah
DR Congo,Cédric Bakambu,Forward,35,69,21,Real Betis
DR Congo,Charles Pickel,Midfielder,29,34,1,Espanyol
DR Congo,Fiston Mayele,Forward,31,37,6,Pyramids
DR Congo,Yoane Wissa,Forward,29,37,9,Newcastle United
DR Congo,Matthieu Epolo,Goalkeeper,21,1,0,Standard Liège
DR Congo,Chancel Mbemba,Defender,31,108,7,Lille
DR Congo,Simon Banza,Forward,29,15,2,Al Jazira
DR Congo,Gédéon Kalulu,Defender,28,28,0,Aris Limassol
DR Congo,Edo Kayembe,Midfielder,28,42,2,Watford
DR Congo,Arthur Masuaku,Defender,32,45,4,Lens
Portugal,Diogo Costa,Goalkeeper,26,42,0,Porto
Portugal,Nélson Semedo,Defender,32,49,0,Fenerbahçe
Portugal,Rúben Dias,Defender,29,75,3,Manchester City
Portugal,Tomás Araújo,Defender,24,4,0,Benfica
Portugal,Diogo Dalot,Defender,27,34,3,Manchester United
Portugal,Matheus Nunes,Midfielder,27,19,2,Manchester City
Portugal,Cristiano Ronaldo,Forward,41,227,143,Al-Nassr
Portugal,Bruno Fernandes,Midfielder,31,88,29,Manchester United
Portugal,Gonçalo Ramos,Forward,24,24,10,Paris Saint-Germain
Portugal,Bernardo Silva,Midfielder,31,108,14,Manchester City
Portugal,João Félix,Forward,26,53,12,Al-Nassr
Portugal,José Sá,Goalkeeper,33,5,0,Wolverhampton Wanderers
Portugal,Renato Veiga,Defender,22,12,1,Villarreal
Portugal,Gonçalo Inácio,Defender,24,21,2,Sporting CP
Portugal,João Neves,Midfielder,21,21,3,Paris Saint-Germain
Portugal,Francisco Trincão,Forward,26,17,3,Sporting CP
Portugal,Rafael Leão,Forward,27,44,5,Milan
Portugal,Pedro Neto,Forward,26,24,2,Chelsea
Portugal,Gonçalo Guedes,Forward,29,34,8,Real Sociedad
Portugal,João Cancelo,Defender,32,67,12,Barcelona
Portugal,Rúben Neves,Midfielder,29,66,1,Al-Hilal
Portugal,Rui Silva,Goalkeeper,32,3,0,Sporting CP
Portugal,Vitinha,Midfielder,26,37,0,Paris Saint-Germain
Portugal,Samú Costa,Defender,25,5,0,Mallorca
Portugal,Nuno Mendes,Defender,23,43,1,Paris Saint-Germain
Portugal,Francisco Conceição,Forward,23,16,3,Juventus
Uzbekistan,Utkir Yusupov,Goalkeeper,35,39,0,Navbahor
Uzbekistan,Abdukodir Khusanov,Defender,22,26,0,Manchester City
Uzbekistan,Khojiakbar Alijonov,Defender,29,40,2,Pakhtakor
Uzbekistan,Farrukh Sayfiev,Defender,35,45,1,Neftchi Fergana
Uzbekistan,Rustam Ashurmatov,Defender,29,48,1,Esteghlal
Uzbekistan,Akmal Mozgovoy,Midfielder,27,24,1,Pakhtakor
Uzbekistan,Otabek Shukurov,Midfielder,29,83,9,Baniyas
Uzbekistan,Jamshid Iskanderov,Midfielder,32,37,4,Neftchi Fergana
Uzbekistan,Odiljon Hamrobekov,Midfielder,30,72,1,Tractor
Uzbekistan,Jaloliddin Masharipov,Midfielder,32,74,12,Esteghlal
Uzbekistan,Oston Urunov,Midfielder,25,41,10,Persepolis
Uzbekistan,Abduvohid Nematov,Goalkeeper,25,8,0,Nasaf
Uzbekistan,Sherzod Nasrullaev,Defender,27,30,2,Nasaf
Uzbekistan,Eldor Shomurodov,Forward,30,91,44,İstanbul Başakşehir
Uzbekistan,Umar Eshmurodov,Defender,33,29,0,Nasaf
Uzbekistan,Botirali Ergashev,Goalkeeper,30,2,0,Neftchi Fergana
Uzbekistan,Dostonbek Khamdamov,Midfielder,29,33,5,Pakhtakor
Uzbekistan,Abdulla Abdullaev,Defender,28,17,0,Dibba
Uzbekistan,Azizjon Ganiev,Midfielder,28,19,0,Al Bataeh
Uzbekistan,Azizbek Amonov,Forward,28,12,2,Dinamo Samarqand
Uzbekistan,Igor Sergeev,Forward,33,82,24,Persepolis
Uzbekistan,Abbosbek Fayzullaev,Midfielder,22,31,8,İstanbul Başakşehir
Uzbekistan,Sherzod Esanov,Midfielder,23,1,0,Bukhara
Uzbekistan,Bekhruz Karimov,Defender,18,2,0,Surkhon Termiz
Uzbekistan,Avazbek Ulmasaliev,Defender,26,0,0,AGMK
Uzbekistan,Jakhongir Urozov,Defender,22,3,0,Dinamo Samarqand
Croatia,Dominik Livaković,Goalkeeper,31,74,0,Dinamo Zagreb
Croatia,Josip Stanišić,Defender,26,30,0,Bayern Munich
Croatia,Marin Pongračić,Defender,28,19,0,Fiorentina
Croatia,Joško Gvardiol,Defender,24,47,4,Manchester City
Croatia,Duje Ćaleta-Car,Defender,29,38,1,Real Sociedad
Croatia,Josip Šutalo,Defender,26,32,0,Ajax
Croatia,Nikola Moro,Midfielder,28,10,0,Bologna
Croatia,Mateo Kovačić,Midfielder,32,112,5,Manchester City
Croatia,Andrej Kramarić,Forward,34,115,36,TSG Hoffenheim
Croatia,Luka Modrić,Midfielder,40,197,28,Milan
Croatia,Ante Budimir,Forward,34,37,6,Osasuna
Croatia,Ivor Pandur,Goalkeeper,26,0,0,Hull City
Croatia,Nikola Vlašić,Midfielder,28,62,10,Torino
Croatia,Ivan Perišić,Forward,37,153,38,PSV Eindhoven
Croatia,Mario Pašalić,Midfielder,31,84,11,Atalanta
Croatia,Martin Baturina,Midfielder,23,18,1,Como
Croatia,Petar Sučić,Midfielder,22,16,1,Inter Milan
Croatia,Kristijan Jakić,Defender,29,17,2,FC Augsburg
Croatia,Toni Fruk,Midfielder,25,7,1,Rijeka
Croatia,Igor Matanović,Forward,23,8,2,SC Freiburg
Croatia,Luka Sučić,Midfielder,23,20,1,Real Sociedad
Croatia,Luka Vušković,Defender,19,5,1,Hamburger SV
Croatia,Dominik Kotarski,Goalkeeper,26,4,0,Copenhagen
Croatia,Marco Pašalić,Forward,25,14,1,Orlando City SC
Croatia,Martin Erlić,Defender,28,12,1,Midtjylland
Croatia,Petar Musa,Forward,28,11,1,FC Dallas
England,Jordan Pickford,Goalkeeper,32,83,0,Everton
England,Ezri Konsa,Defender,28,19,1,Aston Villa
England,Nico O'Reilly,Defender,21,4,0,Manchester City
England,Declan Rice,Midfielder,27,72,6,Arsenal
England,John Stones,Defender,32,88,3,Manchester City
England,Marc Guéhi,Defender,25,28,1,Manchester City
England,Bukayo Saka,Forward,24,48,14,Arsenal
England,Elliot Anderson,Midfielder,23,8,0,Nottingham Forest
England,Harry Kane,Forward,32,113,79,Bayern Munich
England,Jude Bellingham,Midfielder,22,47,6,Real Madrid
England,Marcus Rashford,Forward,28,71,18,Barcelona
England,Tino Livramento,Defender,23,6,0,Newcastle United
England,Dean Henderson,Goalkeeper,29,4,0,Crystal Palace
England,Jordan Henderson,Midfielder,35,90,3,Brentford
England,Dan Burn,Defender,34,7,0,Newcastle United
England,Kobbie Mainoo,Midfielder,21,13,0,Manchester United
England,Morgan Rogers,Midfielder,23,14,1,Aston Villa
England,Anthony Gordon,Forward,25,18,2,Newcastle United
England,Ollie Watkins,Forward,30,21,6,Aston Villa
England,Noni Madueke,Forward,24,10,1,Arsenal
England,Eberechi Eze,Midfielder,27,16,3,Arsenal
England,Ivan Toney,Forward,30,8,1,Al-Ahli
England,James Trafford,Goalkeeper,23,2,0,Manchester City
England,Reece James,Defender,26,23,1,Chelsea
England,Djed Spence,Defender,25,5,0,Tottenham Hotspur
England,Jarell Quansah,Defender,23,2,0,Bayer Leverkusen
Ghana,Lawrence Ati-Zigi,Goalkeeper,29,29,0,St. Gallen
Ghana,Alidu Seidu,Defender,26,24,1,Rennes
Ghana,Caleb Yirenkyi,Midfielder,20,11,1,Nordsjælland
Ghana,Jonas Adjetey,Defender,22,10,0,VfL Wolfsburg
Ghana,Thomas Partey,Midfielder,32,57,15,Villarreal
Ghana,Abdul Mumin,Defender,28,5,0,Rayo Vallecano
Ghana,Abdul Fatawu,Forward,22,28,3,Leicester City
Ghana,Kwasi Sibo,Midfielder,27,8,0,Oviedo
Ghana,Jordan Ayew,Forward,34,120,34,Leicester City
Ghana,Brandon Thomas-Asante,Forward,27,8,1,Coventry City
Ghana,Antoine Semenyo,Midfielder,26,34,3,Manchester City
Ghana,Joseph Anang,Goalkeeper,26,1,0,St Patrick's Athletic
Ghana,Christopher Bonsu Baah,Forward,21,9,0,Al-Qadsiah
Ghana,Gideon Mensah,Defender,27,40,0,Auxerre
Ghana,Elisha Owusu,Midfielder,28,20,0,Auxerre
Ghana,Benjamin Asare,Goalkeeper,33,11,0,Hearts of Oak
Ghana,Abdul Rahman Baba,Defender,31,51,1,PAOK
Ghana,Jerome Opoku,Defender,27,11,1,İstanbul Başakşehir
Ghana,Iñaki Williams,Forward,31,26,2,Athletic Bilbao
Ghana,Augustine Boakye,Midfielder,25,0,0,Saint-Étienne
Ghana,Kojo Peprah Oppong,Defender,22,4,0,Nice
Ghana,Kamaldeen Sulemana,Forward,24,28,1,Atalanta
Ghana,Derrick Luckassen,Defender,30,1,0,Pafos
Ghana,Ernest Nuamah,Forward,22,18,4,Lyon
Ghana,Prince Kwabena Adu,Forward,22,5,0,Viktoria Plzeň
Ghana,Marvin Senaya,Defender,25,2,0,Auxerre
Panama,Luis Mejía,Goalkeeper,35,56,0,Nacional
Panama,César Blackman,Defender,28,40,3,Slovan Bratislava
Panama,José Córdoba,Defender,25,32,1,Norwich City
Panama,Fidel Escobar,Defender,31,99,4,Saprissa
Panama,Edgardo Fariña,Defender,24,18,0,Pari Nizhny Novgorod
Panama,Cristian Martínez,Midfielder,29,66,2,Ironi Kiryat Shmona
Panama,José Luis Rodríguez,Midfielder,27,70,8,Juárez
Panama,Adalberto Carrasquilla,Midfielder,27,73,3,UNAM
Panama,Tomás Rodríguez,Forward,27,13,4,Saprissa
Panama,Ismael Díaz,Midfielder,29,57,17,León
Panama,Yoel Bárcenas,Midfielder,32,104,10,Mazatlán
Panama,César Samudio,Goalkeeper,32,5,0,Marathón
Panama,Jiovany Ramos,Defender,29,23,2,Puerto Cabello
Panama,Carlos Harvey,Defender,26,28,3,Minnesota United FC
Panama,Eric Davis,Defender,35,107,9,Plaza Amador
Panama,Andrés Andrade,Defender,27,50,1,LASK
Panama,José Fajardo,Forward,32,68,17,Universidad Católica
Panama,Cecilio Waterman,Forward,35,55,15,Universidad de Concepción
Panama,Alberto Quintero,Midfielder,38,141,7,Plaza Amador
Panama,Aníbal Godoy,Midfielder,36,159,4,San Diego FC
Panama,César Yanis,Midfielder,30,56,5,Cobresal
Panama,Orlando Mosquera,Goalkeeper,31,48,0,Al-Fayha
Panama,Michael Amir Murillo,Defender,30,94,9,Beşiktaş
Panama,Azarias Londoño,Forward,24,11,0,Universidad Católica
Panama,Roderick Miller,Defender,34,50,2,Turan Tovuz
Panama,Jorge Gutiérrez,Defender,27,18,0,Deportivo La Guaira
