player_name,club,league,season,games_played,minutes_played,goals,xg,assists,xa,shots,key_passes,yellow_cards,red_cards,non_penalty_goals,npxg,xg_per90,xa_per90,npxg_per90
Wladimiro Falcone,Lecce,serie_a,2024,38,3420,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Mile Svilar,Roma,serie_a,2024,38,3420,0,0.0802524909377098,0,0.0,1,0,1,0,0,0.0802524909377098,0.002,0.0,0.002
David Soria,Getafe,la_liga,2024,38,3420,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Evan Ndicka,Roma,serie_a,2024,38,3420,0,1.0002613915130496,1,1.0897020567208529,18,8,2,0,0,1.0002613915130496,0.026,0.029,0.026
Jordan Pickford,Everton,epl,2024,38,3420,0,0.0,1,0.2801412306725979,0,2,7,0,0,0.0,0.0,0.007,0.0
Bernd Leno,Fulham,epl,2024,38,3420,0,0.0,1,0.31894351541996,0,2,5,0,0,0.0,0.0,0.008,0.0
Nathan Collins,Brentford,epl,2024,38,3420,2,2.6544005731120706,3,1.9733586199581623,17,9,5,0,2,2.6544005731120706,0.07,0.052,0.07
David Raya,Arsenal,epl,2024,38,3420,0,0.0,0,0.0936360284686088,0,1,3,0,0,0.0,0.0,0.002,0.0
Federico Baschirotto,Lecce,serie_a,2024,38,3420,2,1.786151384934783,0,0.4555621715262532,22,6,3,0,2,1.786151384934783,0.047,0.012,0.047
Dean Henderson,Crystal Palace,epl,2024,38,3420,0,0.0109276687726378,0,0.1058704666793346,1,2,3,0,0,0.0109276687726378,0.0,0.003,0.0
Joan García,Espanyol,la_liga,2024,38,3420,0,0.0722400173544883,0,0.0,1,0,2,0,0,0.0722400173544883,0.002,0.0,0.002
Matz Sels,Nottingham Forest,epl,2024,38,3420,0,0.0,0,0.5219662692397833,0,2,4,0,0,0.0,0.0,0.014,0.0
Bryan Mbeumo,Brentford,epl,2024,38,3419,20,13.63216146454215,7,10.376488702371716,86,70,3,0,15,9.06514835730195,0.359,0.273,0.239
Amir Rrahmani,Napoli,serie_a,2024,38,3410,1,2.2584940614178777,3,1.5486852955073118,28,11,2,0,1,2.2584940614178777,0.06,0.041,0.06
Mohamed Salah,Liverpool,epl,2024,38,3392,29,27.70626749098301,18,15.858334187418222,130,89,1,0,20,20.855747912079096,0.735,0.421,0.553
Moisés Caicedo,Chelsea,epl,2024,38,3381,1,0.6911019859835505,2,2.924944289028645,20,29,11,0,1,0.6911019859835505,0.018,0.078,0.018
Milos Kerkez,Bournemouth,epl,2024,38,3359,2,0.7433816641569138,5,4.914374724030495,19,35,4,0,2,0.7433816641569138,0.02,0.132,0.02
Max Kilman,West Ham,epl,2024,38,3348,0,1.714818298816681,1,0.9288761988282204,13,16,5,0,0,1.714818298816681,0.046,0.025,0.046
Virgil van Dijk,Liverpool,epl,2024,37,3330,3,2.821447281166911,1,1.2135552121326327,26,12,5,0,3,2.821447281166911,0.076,0.033,0.076
Giovanni Di Lorenzo,Napoli,serie_a,2024,37,3330,3,3.556538237258792,2,4.060254374518991,21,37,6,0,3,3.556538237258792,0.096,0.11,0.096
Dan Burn,Newcastle United,epl,2024,37,3330,1,2.574376904405653,1,1.1636743620038033,21,9,11,0,1,2.574376904405653,0.07,0.031,0.07
Vanja Milinkovic-Savic,Torino,serie_a,2024,37,3330,0,0.0,0,0.1168199703097343,0,3,3,0,0,0.0,0.0,0.003,0.0
Nikola Milenkovic,Nottingham Forest,epl,2024,37,3330,5,4.571180831640959,2,1.043909177184105,29,9,4,0,5,4.571180831640959,0.124,0.028,0.124
Sergio Herrera,Osasuna,la_liga,2024,37,3330,0,0.0,0,0.0,0,0,5,0,0,0.0,0.0,0.0,0.0
Florian Lejeune,Rayo Vallecano,la_liga,2024,37,3329,2,3.584593147039413,3,1.934357212856412,58,15,8,0,2,3.584593147039413,0.097,0.052,0.097
Cristhian Mosquera,Valencia,la_liga,2024,37,3322,1,0.3514482490718364,0,0.0,5,0,6,0,1,0.3514482490718364,0.01,0.0,0.01
Bruno Guimarães,Newcastle United,epl,2024,38,3321,5,4.702356463298202,6,6.579319527372718,45,52,7,0,5,4.702356463298202,0.127,0.178,0.127
Zion Suzuki,Parma Calcio 1913,serie_a,2024,37,3319,0,0.0,0,0.0,0,0,0,1,0,0.0,0.0,0.0,0.0
Mike Maignan,AC Milan,serie_a,2024,37,3296,0,0.0,0,0.5241070203483105,0,5,1,0,0,0.0,0.0,0.014,0.0
Matteo Guendouzi,Lazio,serie_a,2024,37,3281,1,1.5578105077147484,3,3.081902503967285,27,43,7,0,1,1.5578105077147484,0.043,0.085,0.043
Josko Gvardiol,Manchester City,epl,2024,37,3277,5,4.607429768890142,0,2.0648905243724585,40,26,2,0,5,4.607429768890142,0.127,0.057,0.127
Mark Flekken,Brentford,epl,2024,37,3275,0,0.0,2,0.5480153113603592,0,2,1,0,0,0.0,0.0,0.015,0.0
Enzo Boyomo,"Osasuna,Real Valladolid",la_liga,2024,37,3254,2,1.941539804451168,0,1.024203518405557,14,4,5,0,2,1.941539804451168,0.054,0.028,0.054
Bart Verbruggen,Brighton,epl,2024,36,3240,0,0.0,1,0.0531018786132335,0,1,5,0,0,0.0,0.0,0.001,0.0
Jan Oblak,Atletico Madrid,la_liga,2024,36,3240,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Remiro,Real Sociedad,la_liga,2024,36,3240,0,0.0,0,0.0209182556718587,0,1,0,0,0,0.0,0.0,0.001,0.0
Sebastiano Luperto,Cagliari,serie_a,2024,36,3240,1,2.471910698339343,3,0.995182365179062,21,7,4,0,1,2.471910698339343,0.069,0.028,0.069
Lorenzo Montipò,Verona,serie_a,2024,36,3240,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Emmanuel Gyasi,Empoli,serie_a,2024,37,3238,2,5.102962395176292,1,1.4408680945634842,22,17,5,0,2,5.102962395176292,0.142,0.04,0.142
Daniel Muñoz,Crystal Palace,epl,2024,37,3237,4,5.791526351124048,5,5.942459639161825,37,45,10,0,4,5.791526351124048,0.161,0.165,0.161
Remo Freuler,Bologna,serie_a,2024,37,3230,1,1.4950652588158846,2,1.9593567317351697,17,36,6,0,1,1.4950652588158846,0.042,0.055,0.042
Cole Palmer,Chelsea,epl,2024,37,3228,15,15.77423645183444,8,12.95436640828848,126,87,7,0,11,11.968392122536898,0.44,0.361,0.334
Antoine Semenyo,Bournemouth,epl,2024,37,3219,11,14.549346312880516,5,6.608794005587697,126,46,9,0,11,14.549346312880516,0.407,0.185,0.407
Raíllo,Mallorca,la_liga,2024,36,3211,2,2.7986418372020125,0,1.8868699930608277,35,13,7,1,2,2.7986418372020125,0.078,0.053,0.078
Emiliano Martinez,Aston Villa,epl,2024,37,3206,0,0.0,0,0.2820240408182144,0,2,5,1,0,0.0,0.0,0.008,0.0
Jesper Karlström,Udinese,serie_a,2024,37,3201,0,1.0215017618611455,3,1.6782602947205305,13,21,9,0,0,1.0215017618611455,0.029,0.047,0.029
Murillo,Nottingham Forest,epl,2024,36,3199,2,1.9497453132644296,0,1.3909434340894222,25,12,6,0,2,1.9497453132644296,0.055,0.039,0.055
Ryan Gravenberch,Liverpool,epl,2024,37,3199,0,1.3318934980779886,4,2.415423891507089,20,26,6,1,0,1.3318934980779886,0.037,0.068,0.037
Paulo Gazzaniga,Girona,la_liga,2024,36,3198,0,0.0,0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0
Morgan Rogers,Aston Villa,epl,2024,37,3191,8,8.216648440808058,10,8.145913934335113,55,51,10,0,8,8.216648440808058,0.232,0.23,0.232
Angelino,Roma,serie_a,2024,38,3182,2,1.4242041343823075,1,5.52251351904124,24,50,1,0,2,1.4242041343823075,0.04,0.156,0.04
Roberto Piccoli,Cagliari,serie_a,2024,37,3180,10,17.91569169005379,1,1.1450618766248226,97,11,6,0,9,17.154392854776233,0.507,0.032,0.486
Rayan Ait Nouri,Wolverhampton Wanderers,epl,2024,37,3180,4,3.612480252981186,7,5.460978699848056,36,46,6,0,4,3.612480252981186,0.102,0.155,0.102
Omar El Hilali,Espanyol,la_liga,2024,36,3173,0,0.0311675742268562,2,1.2102727070450785,2,8,11,0,0,0.0311675742268562,0.001,0.034,0.001
Jackson Tchatchoua,Verona,serie_a,2024,36,3172,2,1.9549099691212175,3,3.5700629903003573,18,34,7,1,2,1.9549099691212175,0.055,0.101,0.055
Antonee Robinson,Fulham,epl,2024,36,3166,0,1.0538900159299374,10,4.40445202216506,16,43,9,0,0,1.0538900159299374,0.03,0.125,0.03
Aaron Wan-Bissaka,West Ham,epl,2024,36,3156,2,1.3520639296621084,5,4.088755523785949,16,33,1,0,2,1.3520639296621084,0.039,0.117,0.039
Gianluca Mancini,Roma,serie_a,2024,37,3152,2,2.963864615187049,0,1.0477176792919636,22,15,8,0,2,2.963864615187049,0.085,0.03,0.085
Levi Colwill,Chelsea,epl,2024,35,3150,2,2.4856121446937323,1,1.066227382980287,17,12,9,0,2,2.4856121446937323,0.071,0.03,0.071
David de Gea,Fiorentina,serie_a,2024,35,3150,0,0.0,1,0.5911908186972141,0,3,1,0,0,0.0,0.0,0.017,0.0
Tijjani Reijnders,AC Milan,serie_a,2024,37,3136,10,8.066354492679238,4,4.986120350658894,77,46,2,1,10,8.066354492679238,0.231,0.143,0.231
Tyrick Mitchell,Crystal Palace,epl,2024,37,3131,0,1.4204330071806908,5,7.109685024246573,12,41,2,0,0,1.4204330071806908,0.041,0.204,0.041
Keane Lewis-Potter,Brentford,epl,2024,38,3131,1,3.2576067624613643,3,3.338346378877759,28,26,7,0,1,3.2576067624613643,0.094,0.096,0.094
Jay Idzes,Venezia,serie_a,2024,35,3130,1,2.105722848325968,0,1.5452221520245075,16,8,5,0,1,2.105722848325968,0.061,0.044,0.061
Dara O&#039;Shea,Ipswich,epl,2024,35,3129,0,1.564998717047274,2,0.7030826602131128,22,3,6,0,0,1.564998717047274,0.045,0.02,0.045
Maxence Lacroix,Crystal Palace,epl,2024,35,3126,1,2.7525001103058457,1,1.6881468072533607,30,8,5,0,1,2.7525001103058457,0.079,0.049,0.079
Dodô,Fiorentina,serie_a,2024,35,3126,0,1.4068531906232238,5,4.798341209068894,27,37,8,0,0,1.4068531906232238,0.041,0.138,0.041
Dodi Lukebakio,Sevilla,la_liga,2024,38,3117,11,9.242684002034366,2,5.390696790069342,94,54,3,1,10,8.499406362883747,0.267,0.156,0.245
Illia Zabarnyi,Bournemouth,epl,2024,36,3116,0,1.3495636964216828,1,0.9619763027876616,12,12,4,1,0,1.3495636964216828,0.039,0.028,0.039
Morten Frendrup,Genoa,serie_a,2024,35,3115,2,1.6894174106419086,0,0.7124996110796928,31,14,5,0,2,1.6894174106419086,0.049,0.021,0.049
Carlos Vicente,Alaves,la_liga,2024,37,3114,5,3.139239792712033,5,6.42431272752583,37,62,3,0,4,2.3959621535614133,0.091,0.186,0.069
Jesús Areso,Osasuna,la_liga,2024,36,3111,0,0.5701641449704766,3,3.452265188097954,8,30,9,0,0,0.5701641449704766,0.016,0.1,0.016
Aarón Martín,Genoa,serie_a,2024,36,3100,0,0.7377785928547382,8,5.775845801457763,16,65,5,0,0,0.7377785928547382,0.021,0.168,0.021
Nikola Krstovic,Lecce,serie_a,2024,37,3096,11,12.192179908044636,5,3.5718187177553773,137,30,6,0,9,9.908283424563706,0.354,0.104,0.288
Idrissa Gueye,Everton,epl,2024,37,3090,0,1.0407873457297685,3,2.416206769645214,27,19,8,0,0,1.0407873457297685,0.03,0.07,0.03
Alejandro Catena,Osasuna,la_liga,2024,35,3086,1,2.9847294874489307,3,2.5119774006307125,20,10,11,0,1,2.9847294874489307,0.087,0.073,0.087
Luca Ranieri,Fiorentina,serie_a,2024,36,3085,1,1.383564260788262,3,1.7717870529741049,11,16,7,0,1,1.383564260788262,0.04,0.052,0.04
Vitalii Mykolenko,Everton,epl,2024,35,3085,1,0.6015322427265346,2,3.0272322706878185,14,24,4,0,1,0.6015322427265346,0.018,0.088,0.018
Calvin Bassey,Fulham,epl,2024,35,3072,1,1.1175763411447406,0,0.1130702113732695,14,3,7,0,1,1.1175763411447406,0.033,0.003,0.033
Gabriele Zappa,Cagliari,serie_a,2024,37,3070,2,0.7887675790116191,0,4.328659053891897,11,28,4,0,2,0.7887675790116191,0.023,0.127,0.023
Andrei Ratiu,Rayo Vallecano,la_liga,2024,35,3066,2,2.136768433265388,3,5.584122102707624,31,36,5,0,2,2.136768433265388,0.063,0.164,0.063
Giorgi Mamardashvili,Valencia,la_liga,2024,34,3060,0,0.0,0,0.0685846544802188,0,2,2,0,0,0.0,0.0,0.002,0.0
Gerónimo Rulli,Marseille,ligue_1,2024,34,3060,0,0.0,0,0.0819277726113796,0,2,1,0,0,0.0,0.0,0.002,0.0
Marco Carnesecchi,Atalanta,serie_a,2024,34,3060,0,0.0,0,0.3005107939243316,0,1,1,0,0,0.0,0.0,0.009,0.0
Marc Guehi,Crystal Palace,epl,2024,34,3060,3,2.960845593363046,2,2.1349100805819035,15,16,7,1,3,2.960845593363046,0.087,0.063,0.087
Lucas Chevalier,Lille,ligue_1,2024,34,3060,0,0.0,0,0.4859750941395759,0,3,0,0,0,0.0,0.0,0.014,0.0
Gautier Larsonneur,Saint-Etienne,ligue_1,2024,34,3060,0,0.0,0,0.0267612524330616,0,1,5,0,0,0.0,0.0,0.001,0.0
Yehvann Diouf,Reims,ligue_1,2024,34,3060,0,0.0531185641884803,0,0.0,1,0,1,0,0,0.0531185641884803,0.002,0.0,0.002
Patrick Mainka,FC Heidenheim,bundesliga,2024,34,3060,1,2.315811117179692,0,0.6790747931227088,25,7,3,0,1,2.315811117179692,0.068,0.02,0.068
Vicente Guaita,Celta Vigo,la_liga,2024,34,3060,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Jordan Lefort,Angers,ligue_1,2024,34,3060,0,0.5102578178048134,1,1.3727682437747717,8,10,3,0,0,0.5102578178048134,0.015,0.04,0.015
Michael Zetterer,Werder Bremen,bundesliga,2024,34,3060,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Marten de Roon,Atalanta,serie_a,2024,36,3060,4,1.263384023681283,4,2.7508939653635025,14,25,5,0,4,1.263384023681283,0.037,0.081,0.037
Alexander Nübel,VfB Stuttgart,bundesliga,2024,34,3060,0,0.0,1,0.2302871420979499,0,3,0,0,0,0.0,0.0,0.007,0.0
Marcin Bulka,Nice,ligue_1,2024,34,3060,0,0.0,0,0.1004298031330108,0,1,0,0,0,0.0,0.0,0.003,0.0
André Onana,Manchester United,epl,2024,34,3060,0,0.0,0,0.3146860003471374,0,1,0,0,0,0.0,0.0,0.009,0.0
Danilho Doekhi,Union Berlin,bundesliga,2024,34,3060,1,3.0633004140108824,0,1.9867287343367932,31,12,4,0,1,3.0633004140108824,0.09,0.058,0.09
Kaishu Sano,Mainz 05,bundesliga,2024,34,3051,0,0.9100602194666862,0,1.3164740214124322,20,19,3,0,0,0.9100602194666862,0.027,0.039,0.027
Youri Tielemans,Aston Villa,epl,2024,36,3049,3,3.709774609655142,7,8.044237377122045,41,60,4,0,3,2.94860577210784,0.11,0.237,0.087
William Saliba,Arsenal,epl,2024,35,3044,2,3.196498431265354,0,0.7513726502656937,6,7,2,1,2,3.196498431265354,0.095,0.022,0.095
Johan Vásquez,Genoa,serie_a,2024,36,3036,3,2.439728694036603,0,0.3345777271315455,36,7,9,0,3,2.439728694036603,0.072,0.01,0.072
Federico Valverde,Real Madrid,la_liga,2024,36,3035,6,2.51164136454463,4,4.406744165346026,57,39,4,0,6,2.51164136454463,0.074,0.131,0.074
Bruno Fernandes,Manchester United,epl,2024,36,3034,8,9.887796703726051,10,10.227527445182204,96,92,3,2,5,7.604290317744017,0.293,0.303,0.226
João Gomes,Wolverhampton Wanderers,epl,2024,36,3034,3,2.872034505009651,1,1.199560061097145,35,22,9,1,3,2.872034505009651,0.085,0.036,0.085
César Tárrega,Valencia,la_liga,2024,34,3029,2,2.2794765969738364,0,0.1093462072312831,20,3,7,0,2,2.2794765969738364,0.068,0.003,0.068
Aimar Oroz,Osasuna,la_liga,2024,37,3027,5,4.505093781277537,4,4.083869905211031,49,39,7,0,4,3.7618161272257566,0.134,0.121,0.112
Chris Wood,Nottingham Forest,epl,2024,36,3024,20,15.638655036687853,3,3.044111367315054,68,22,1,0,17,13.355148404836656,0.465,0.091,0.397
Alex Iwobi,Fulham,epl,2024,38,3023,9,5.021547559648752,6,8.458939167670906,68,58,1,0,9,5.021547559648752,0.15,0.252,0.15
Javi Puado,Espanyol,la_liga,2024,35,3023,12,11.94582846853882,4,2.969266129657626,71,22,8,0,7,8.229440444149077,0.356,0.088,0.245
Ola Aina,Nottingham Forest,epl,2024,35,3020,2,0.4608655953779816,1,2.045018967241049,11,16,5,0,2,0.4608655953779816,0.014,0.061,0.014
Simon Sohm,Parma Calcio 1913,serie_a,2024,37,3015,4,4.3499494809657335,0,2.630914680659771,34,20,6,0,4,4.3499494809657335,0.13,0.079,0.13
Sam Beukema,Bologna,serie_a,2024,35,3010,0,1.6605565324425695,1,1.1881455723196268,15,10,1,0,0,1.6605565324425695,0.05,0.036,0.05
Ante Budimir,Osasuna,la_liga,2024,38,3008,21,20.66943975351751,4,1.8783285655081272,99,16,4,0,13,14.723218826577067,0.618,0.056,0.441
Marc Cucurella,Chelsea,epl,2024,36,3006,5,3.161697162315249,1,1.8079495672136543,24,19,8,1,5,3.161697162315249,0.095,0.054,0.095
Alex Meret,Napoli,serie_a,2024,34,3005,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Omar Alderete,Getafe,la_liga,2024,34,2999,1,2.142343929037452,0,0.9147684648633004,38,11,8,0,1,2.142343929037452,0.064,0.027,0.064
José Ángel Carmona,Sevilla,la_liga,2024,35,2993,0,0.5965822013095021,0,1.952981909736991,19,19,11,0,0,0.5965822013095021,0.018,0.059,0.018
Jarrod Bowen,West Ham,epl,2024,34,2993,13,9.816103929653764,8,7.633318647742271,87,50,1,0,12,9.054935092106462,0.295,0.23,0.272
Lucas Torró,Osasuna,la_liga,2024,35,2983,3,2.6740165650844574,0,0.9804754853248596,30,10,10,0,3,2.6740165650844574,0.081,0.03,0.081
Marash Kumbulla,Espanyol,la_liga,2024,35,2981,3,2.694772657006979,0,0.2868086397647857,16,1,9,0,3,2.694772657006979,0.081,0.009,0.081
Mikkel Damsgaard,Brentford,epl,2024,38,2978,2,3.476722192019224,9,9.246257283724844,35,63,2,0,2,3.476722192019224,0.105,0.279,0.105
Lewis Cook,Bournemouth,epl,2024,36,2978,1,0.963939368724823,3,4.5853610355407,14,47,8,1,1,0.963939368724823,0.029,0.139,0.029
Sergi Cardona,Villarreal,la_liga,2024,35,2974,1,3.418096289038658,7,6.034026274457574,20,45,11,0,1,3.418096289038658,0.103,0.183,0.103
Nikola Vasilj,St. Pauli,bundesliga,2024,33,2970,0,0.0,0,0.0174614619463682,0,1,0,1,0,0.0,0.0,0.001,0.0
Hauke Wahl,St. Pauli,bundesliga,2024,33,2970,0,1.120411867275834,0,0.5894053112715483,11,9,1,0,0,1.120411867275834,0.034,0.018,0.034
Jonathan Tah,Bayer Leverkusen,bundesliga,2024,33,2970,3,1.1589150372892618,0,0.2743085101246834,24,4,3,0,3,1.1589150372892618,0.035,0.008,0.035
Michele Di Gregorio,Juventus,serie_a,2024,33,2970,0,0.0,0,0.3083939254283905,0,1,0,0,0,0.0,0.0,0.009,0.0
Yann Sommer,Inter,serie_a,2024,33,2970,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yahia Fofana,Angers,ligue_1,2024,33,2970,0,0.0,0,0.0941308066248893,0,1,4,0,0,0.0,0.0,0.003,0.0
Lucas Perri,Lyon,ligue_1,2024,33,2970,0,0.0,0,0.0141381025314331,0,1,1,0,0,0.0,0.0,0.0,0.0
Sergio González,Leganes,la_liga,2024,36,2966,2,1.9580097878351808,0,0.5771256238222122,13,4,2,1,2,1.9580097878351808,0.059,0.018,0.059
Martín Zubimendi,Real Sociedad,la_liga,2024,36,2966,2,3.922204528003931,1,1.213069198653102,24,19,6,0,2,3.922204528003931,0.119,0.037,0.119
Mateus Fernandes,Southampton,epl,2024,36,2964,2,5.0105931609869,4,3.847336508333683,42,34,8,0,2,5.0105931609869,0.152,0.117,0.152
Jaka Bijol,Udinese,serie_a,2024,34,2964,1,2.1401905212551355,0,0.6740374462679029,19,12,11,1,1,2.1401905212551355,0.065,0.02,0.065
Jan Paul van Hecke,Brighton,epl,2024,34,2962,1,1.0002109874039888,1,1.558699306100607,17,16,6,1,1,1.0002109874039888,0.03,0.047,0.03
Jeffrey Gouweleeuw,Augsburg,bundesliga,2024,33,2950,1,1.7506763683632016,4,2.641270950436592,18,13,9,0,1,0.9928996907547116,0.053,0.081,0.03
Enrico Del Prato,Parma Calcio 1913,serie_a,2024,34,2944,4,1.9651844333857296,0,1.280717672780156,12,15,8,0,4,1.9651844333857296,0.06,0.039,0.06
Kevin Müller,FC Heidenheim,bundesliga,2024,33,2944,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Yoane Wissa,Brentford,epl,2024,35,2943,18,20.731059528887272,4,3.4494741149246693,90,28,5,0,18,20.731059528887272,0.634,0.105,0.634
Enzo Fernández,Chelsea,epl,2024,36,2941,6,6.133216487243772,7,7.737509123980999,53,77,8,0,6,6.133216487243772,0.188,0.237,0.188
Pedri,Barcelona,la_liga,2024,37,2941,4,2.5104309488087893,5,7.80679078027606,24,70,3,0,4,2.5104309488087893,0.077,0.239,0.077
Fabian Schär,Newcastle United,epl,2024,34,2938,4,4.203412067145109,0,0.3913493175059557,40,5,9,1,4,4.203412067145109,0.129,0.012,0.129
Scott McTominay,Napoli,serie_a,2024,34,2938,12,8.857582463882864,4,2.8353318478912115,76,26,3,0,12,8.857582463882864,0.271,0.087,0.271
Kylian Mbappe-Lottin,Real Madrid,la_liga,2024,34,2938,31,30.135635502636436,3,9.394114961847665,161,51,3,1,24,23.446136973798275,0.923,0.288,0.718
James Justin,Leicester,epl,2024,36,2937,2,2.046646734699607,2,0.9606930930167435,25,15,6,0,2,2.046646734699607,0.063,0.029,0.063
Kyle Walker-Peters,Southampton,epl,2024,33,2934,0,1.1614951640367508,2,2.7974178763106465,20,23,5,0,0,1.1614951640367508,0.036,0.086,0.036
Ezri Konsa Ngoyo,Aston Villa,epl,2024,34,2934,2,1.103471640497446,0,0.4107247851788997,11,6,1,0,2,1.103471640497446,0.034,0.013,0.034
Nahuel Tenaglia,Alaves,la_liga,2024,34,2930,2,2.742606063839048,1,1.9290947634726765,27,19,11,0,2,2.742606063839048,0.084,0.059,0.084
Diego Coppola,Verona,serie_a,2024,34,2928,2,1.3077915208414197,0,0.0927545512095093,10,3,10,0,2,1.3077915208414197,0.04,0.003,0.04
James Tarkowski,Everton,epl,2024,33,2926,1,1.2661416758783162,1,2.7973302034661174,15,16,6,0,1,1.2661416758783162,0.039,0.086,0.039
Giuseppe Pezzella,Empoli,serie_a,2024,35,2914,0,0.5580153008922935,3,5.642576732672751,15,36,7,0,0,0.5580153008922935,0.017,0.174,0.017
Romelu Lukaku,Napoli,serie_a,2024,36,2913,14,13.292909391224384,10,4.244027925655246,64,34,4,0,11,10.247714065015316,0.411,0.131,0.317
Valentin Atangana Edoa,Reims,ligue_1,2024,34,2909,1,2.348549478687346,0,0.7703639874234796,32,11,7,0,1,2.348549478687346,0.073,0.024,0.073
Julian Weigl,Borussia M.Gladbach,bundesliga,2024,33,2908,0,0.6710613574832678,2,1.152547612786293,19,12,8,0,0,0.6710613574832678,0.021,0.036,0.021
Granit Xhaka,Bayer Leverkusen,bundesliga,2024,33,2905,2,0.8061828929930925,7,4.030918525531888,21,50,3,0,2,0.8061828929930925,0.025,0.125,0.025
Ritsu Doan,Freiburg,bundesliga,2024,34,2901,10,8.055666498839855,7,4.389358818531036,61,27,2,0,10,8.055666498839855,0.25,0.136,0.25
Luis Rioja,"Alaves,Valencia",la_liga,2024,37,2898,4,3.95416249614209,3,4.479461559094489,30,35,6,0,2,2.467607277445495,0.123,0.139,0.077
Éderson,Atalanta,serie_a,2024,37,2898,4,4.337195685133338,1,5.689773496240377,39,37,3,1,4,4.337195685133338,0.135,0.177,0.135
Nélson Semedo,Wolverhampton Wanderers,epl,2024,34,2897,0,0.9947248105891048,4,2.185204219073057,18,25,8,0,0,0.9947248105891048,0.031,0.068,0.031
Philipp Treu,St. Pauli,bundesliga,2024,33,2894,0,1.0967688458040357,2,2.7964528873562813,18,22,2,0,0,1.0967688458040357,0.034,0.087,0.034
Jamie Vardy,Leicester,epl,2024,35,2890,9,12.219386659562588,4,3.737534761428833,58,19,5,0,8,10.697048958390951,0.381,0.116,0.333
Juan Iglesias,Getafe,la_liga,2024,37,2888,0,1.4231894612312317,1,2.0262022223323584,21,19,4,0,0,1.4231894612312317,0.044,0.063,0.044
Luis Milla,Getafe,la_liga,2024,33,2887,1,1.8550234846770763,4,4.254146805033088,32,70,6,0,0,1.1117458753287792,0.058,0.133,0.035
Andrea Pinamonti,Genoa,serie_a,2024,36,2886,10,7.931828275322914,1,1.8391901552677157,79,15,4,0,10,7.1705294996500015,0.247,0.057,0.224
Hans Nicolussi Caviglia,Venezia,serie_a,2024,35,2883,4,2.240483092144132,2,2.812581107020378,53,29,5,1,4,2.240483092144132,0.07,0.088,0.07
Emanuele Valeri,Parma Calcio 1913,serie_a,2024,35,2883,2,1.603562337346375,6,5.606089581735432,27,36,1,0,1,0.8422635281458497,0.05,0.175,0.026
Noussair Mazraoui,Manchester United,epl,2024,37,2881,0,0.814534755423665,1,1.5644007651135323,13,20,3,0,0,0.814534755423665,0.025,0.049,0.025
Matteo Politano,Napoli,serie_a,2024,37,2881,3,3.645138157531619,4,6.106871038675308,56,55,3,0,3,3.645138157531619,0.114,0.191,0.114
Devis Vásquez,Empoli,serie_a,2024,32,2880,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Gregor Kobel,Borussia Dortmund,bundesliga,2024,32,2880,0,0.0,0,0.0159477367997169,0,1,1,0,0,0.0,0.0,0.0,0.0
Marco Bizot,Brest,ligue_1,2024,32,2880,0,0.0,0,0.0,0,0,4,0,0,0.0,0.0,0.0,0.0
Brice Samba,"Lens,Rennes",ligue_1,2024,32,2880,0,0.0,0,0.0,0,0,4,0,0,0.0,0.0,0.0,0.0
Marko Dmitrovic,Leganes,la_liga,2024,32,2880,0,0.0,0,0.1017162278294563,0,1,0,0,0,0.0,0.0,0.003,0.0
Robin Zentner,Mainz 05,bundesliga,2024,32,2880,0,0.0116955796256661,0,0.1647935397922992,1,3,3,0,0,0.0116955796256661,0.0,0.005,0.0
Augusto Batalla,Rayo Vallecano,la_liga,2024,32,2880,0,0.0,0,0.0251279901713132,0,1,6,0,0,0.0,0.0,0.001,0.0
Robert Sánchez,Chelsea,epl,2024,32,2880,0,0.0,0,0.0161880310624837,0,1,5,0,0,0.0,0.0,0.001,0.0
Donovan Léon,Auxerre,ligue_1,2024,32,2880,0,0.0,2,0.4050854407250881,0,3,4,0,0,0.0,0.0,0.013,0.0
Lamine Yamal,Barcelona,la_liga,2024,35,2879,9,11.593033526092768,13,14.466477727517486,144,64,3,0,9,11.593033526092768,0.362,0.452,0.362
Leandro Cabrera,Espanyol,la_liga,2024,33,2878,4,1.607494529336691,2,0.9267808236181736,19,9,4,1,4,1.607494529336691,0.05,0.029,0.05
Maximilian Eggestein,Freiburg,bundesliga,2024,33,2877,2,2.7688491884619,0,1.511209450662136,36,19,4,0,2,2.7688491884619,0.087,0.047,0.087
