player_name,club,league,season,games_played,minutes_played,goals,xg,assists,xa,shots,key_passes,yellow_cards,red_cards,non_penalty_goals,npxg,xg_per90,xa_per90,npxg_per90
Romain Perraud,Real Betis,la_liga,2024,28,2005,2,0.5968651231378317,2,1.941356028430164,20,16,8,1,2,0.5968651231378317,0.027,0.087,0.027
Viti Rozada,Las Palmas,la_liga,2024,29,2005,0,0.0669757910072803,2,1.4213977381587029,3,12,5,0,0,0.0669757910072803,0.003,0.064,0.003
Maksim Nenakhov,Lokomotiv Moscow,rfpl,2024,28,2005,0,0.6482381708920002,0,1.144820073619485,17,20,4,0,0,0.6482381708920002,0.029,0.051,0.029
Hakan Calhanoglu,Inter,serie_a,2024,29,1999,5,4.414205387234688,6,7.045005705207586,46,49,5,0,2,1.3690101206302645,0.199,0.317,0.062
Teun Koopmeiners,Juventus,serie_a,2024,28,1998,3,4.893107362091541,3,2.562169134616852,42,37,3,0,3,4.893107362091541,0.22,0.115,0.22
Dennis Man,Parma Calcio 1913,serie_a,2024,33,1997,4,7.004470095038414,4,4.645356995984912,49,45,0,0,4,7.004470095038414,0.316,0.209,0.316
Temirkan Sundukov,Dynamo Makhachkala,rfpl,2024,26,1995,1,1.098351567983627,1,0.5398609293624759,17,9,7,0,1,1.098351567983627,0.05,0.024,0.05
Omar Mascarell,Mallorca,la_liga,2024,32,1994,1,0.855449890717864,0,0.0827271491289138,9,2,5,1,1,0.855449890717864,0.039,0.004,0.039
Nico Williams,Athletic Club,la_liga,2024,29,1994,5,4.596975972875953,5,4.1709328312426805,55,40,1,0,5,4.596975972875953,0.207,0.188,0.207
Giuliano Simeone,Atletico Madrid,la_liga,2024,33,1988,2,3.001487374305725,6,7.1847349517047405,22,24,4,0,2,3.001487374305725,0.136,0.325,0.136
Jens Odgaard,Bologna,serie_a,2024,29,1987,6,5.312568726018071,1,2.575037257745862,49,17,1,0,6,5.312568726018071,0.241,0.117,0.241
Ayoze Pérez,Villarreal,la_liga,2024,30,1987,19,15.228042975068092,2,3.1279250010848045,75,32,4,0,19,15.228042975068092,0.69,0.142,0.69
Clement Lenglet,Atletico Madrid,la_liga,2024,23,1987,2,2.1961113438010216,1,0.9537689723074436,10,5,9,0,2,2.1961113438010216,0.099,0.043,0.099
Dário Essugo,Las Palmas,la_liga,2024,27,1985,1,0.6471306988969445,0,0.4316724920645356,23,13,7,2,1,0.6471306988969445,0.029,0.02,0.029
Sergi Altimira,Real Betis,la_liga,2024,32,1985,0,1.6414828356355429,1,1.7734992038458586,21,22,4,0,0,1.6414828356355429,0.074,0.08,0.074
Nico Schlotterbeck,Borussia Dortmund,bundesliga,2024,23,1984,0,1.8403304610401392,4,1.8254380747675896,16,18,5,2,0,1.8403304610401392,0.083,0.083,0.083
Giménez,Atletico Madrid,la_liga,2024,27,1984,0,0.4644579738378525,1,0.3644472956657409,5,2,3,0,0,0.4644579738378525,0.021,0.017,0.021
Yeremi Pino,Villarreal,la_liga,2024,34,1984,4,3.981011871248484,7,5.7880224250257015,29,39,11,0,4,3.981011871248484,0.181,0.263,0.181
Trevoh Chalobah,"Chelsea,Crystal Palace",epl,2024,25,1983,3,2.548438237980008,1,2.151971971616149,18,8,3,0,3,2.548438237980008,0.116,0.098,0.116
Ilya Lantratov,Lokomotiv Moscow,rfpl,2024,22,1980,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Oumar Sako,FC Rostov,rfpl,2024,28,1980,1,0.4843119969591498,0,0.0,11,0,4,1,1,0.4843119969591498,0.022,0.0,0.022
Manuel Neuer,Bayern Munich,bundesliga,2024,22,1980,0,0.0,0,0.2637988328933716,0,1,0,0,0,0.0,0.0,0.012,0.0
Nicolás Domínguez,Nottingham Forest,epl,2024,34,1979,0,1.9267512233927848,1,1.4655370814725757,21,13,9,0,0,1.9267512233927848,0.088,0.067,0.088
Yasin Ayari,Brighton,epl,2024,34,1977,2,2.234291661530733,1,3.114554302766919,28,28,3,0,2,2.234291661530733,0.102,0.142,0.102
João Pedro,Brighton,epl,2024,27,1975,10,8.863604867830873,6,5.618519173935056,47,30,4,1,5,5.0577606651932,0.404,0.256,0.23
Mario Pasalic,Atalanta,serie_a,2024,34,1973,3,7.044077763333917,4,3.9745980985462666,46,32,1,0,3,6.282778928056359,0.321,0.181,0.287
Cody Gakpo,Liverpool,epl,2024,35,1970,10,8.601265830919147,4,6.257204940542579,57,38,5,0,10,8.601265830919147,0.393,0.286,0.393
Ander Guevara,Alaves,la_liga,2024,33,1969,0,0.9672462455928326,1,0.6741306530311704,12,12,3,0,0,0.9672462455928326,0.044,0.031,0.044
Irakli Kvekveskiri,Fakel,rfpl,2024,24,1969,0,0.6617626785300672,1,0.9717698693275452,21,10,9,0,0,0.6617626785300672,0.03,0.044,0.03
Borja Iglesias,Celta Vigo,la_liga,2024,37,1968,11,11.553197539411483,3,3.1776098990812898,46,18,2,0,11,11.553197539411483,0.528,0.145,0.528
Jonas Wind,Wolfsburg,bundesliga,2024,31,1966,9,6.339151995256543,3,4.765156495384872,40,33,2,0,8,4.8235986810177565,0.29,0.218,0.221
Lucas Beltrán,Fiorentina,serie_a,2024,33,1965,5,6.0504823960363865,4,2.9424900263547897,29,29,6,0,3,3.76658596470952,0.277,0.135,0.173
Rodrygo,Real Madrid,la_liga,2024,30,1965,6,4.724242024123669,5,4.003597529605031,54,48,0,0,6,4.724242024123669,0.216,0.183,0.216
Diego Conde,Villarreal,la_liga,2024,22,1965,0,0.0,1,0.4030988551676273,0,2,2,0,0,0.0,0.0,0.018,0.0
Tyler Adams,Bournemouth,epl,2024,28,1965,0,1.4070341289043429,3,1.5068945437669754,9,18,7,0,0,1.4070341289043429,0.064,0.069,0.064
Nathaniel Brown,Eintracht Frankfurt,bundesliga,2024,26,1964,3,2.494919445365668,6,6.540987821295857,13,39,2,0,3,2.494919445365668,0.114,0.3,0.114
Santiago Pierotti,Lecce,serie_a,2024,36,1963,4,4.261026685126126,2,2.861844254657626,32,25,4,1,4,4.261026685126126,0.195,0.131,0.195
Domagoj Bradaric,Verona,serie_a,2024,28,1963,1,0.875758109614253,0,1.9564918112009764,9,25,6,0,1,0.875758109614253,0.04,0.09,0.04
Ilnur Alshin,Fakel,rfpl,2024,27,1962,2,0.8005721960216761,1,1.5822255299426615,22,22,4,0,2,0.8005721960216761,0.037,0.073,0.037
Daniil Krugovoy,CSKA Moscow,rfpl,2024,24,1962,1,0.6570363668724895,4,4.184582536108792,13,32,3,0,1,0.6570363668724895,0.03,0.192,0.03
Dante,Nice,ligue_1,2024,25,1958,0,0.3553049825131893,0,0.2828235775232315,9,4,5,1,0,0.3553049825131893,0.016,0.013,0.016
Melvin Bard,Nice,ligue_1,2024,24,1953,2,2.551792875863612,1,2.4570867978036404,23,16,2,2,2,2.551792875863612,0.118,0.113,0.118
Ilya Samoshnikov,Lokomotiv Moscow,rfpl,2024,24,1950,4,2.243012199178338,2,2.4341085413470864,32,19,7,0,4,2.243012199178338,0.104,0.112,0.104
Lukas Ullrich,Borussia M.Gladbach,bundesliga,2024,26,1949,1,1.2157446863129735,2,1.7085003964602947,8,8,4,0,1,1.2157446863129735,0.056,0.079,0.056
Iyenoma Destiny Udogie,Tottenham,epl,2024,25,1949,0,0.3497059941291809,1,1.2607239335775375,5,16,2,0,0,0.3497059941291809,0.016,0.058,0.016
Joao Victor,FC Krasnodar,rfpl,2024,25,1949,4,3.792971681803465,4,3.6782013131305575,38,28,4,0,4,3.792971681803465,0.175,0.17,0.175
Viktor Tsygankov,Girona,la_liga,2024,27,1947,2,2.957321310415864,5,4.1547895623371005,35,33,1,0,2,2.957321310415864,0.137,0.192,0.137
Sinaly Diomande,Auxerre,ligue_1,2024,23,1945,3,1.3533278461545706,2,0.3968273047357797,9,4,6,0,3,1.3533278461545706,0.063,0.018,0.063
Elia Caprile,"Cagliari,Napoli",serie_a,2024,22,1945,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Ainsley Maitland-Niles,Lyon,ligue_1,2024,32,1943,1,2.4820930119603872,4,4.4778512585908175,22,28,1,0,1,2.4820930119603872,0.115,0.207,0.115
Nikolay Komlichenko,FC Rostov,rfpl,2024,26,1943,8,7.859863835386932,4,2.929701432120055,65,32,2,0,7,7.105588543228805,0.364,0.136,0.329
Caio Henrique,Monaco,ligue_1,2024,27,1942,0,0.2076587844640016,6,5.374105669558048,4,35,3,0,0,0.2076587844640016,0.01,0.249,0.01
Rolando Mandragora,Fiorentina,serie_a,2024,29,1940,4,2.280061637982726,3,3.924611158668995,38,31,7,0,3,1.5187628027051687,0.106,0.182,0.07
Waldemar Anton,Borussia Dortmund,bundesliga,2024,26,1940,2,1.876587314531207,2,1.1188903953880072,19,6,4,0,2,1.876587314531207,0.087,0.052,0.087
Amin Sarr,Verona,serie_a,2024,32,1940,4,4.79459623247385,1,2.119128202088177,23,22,1,0,4,4.79459623247385,0.222,0.098,0.222
Ivan Oleynikov,"FK Akhmat,Krylya Sovetov Samara",rfpl,2024,26,1937,6,4.20703359413892,3,3.8977677756920457,51,26,2,0,6,4.20703359413892,0.195,0.181,0.195
Youssouf Ndayishimiye,Nice,ligue_1,2024,23,1937,3,1.6072323191910982,0,0.1666938588023185,11,5,5,0,3,1.6072323191910982,0.075,0.008,0.075
Farid El Melali,Angers,ligue_1,2024,32,1935,2,3.502854608930648,3,3.686480900272727,46,25,1,0,2,3.502854608930648,0.163,0.171,0.163
Zakaria Aboukhlal,Toulouse,ligue_1,2024,26,1935,7,11.9655422270298,2,1.6949092485010624,63,13,4,0,6,10.44535192847252,0.557,0.079,0.486
Javier López,Real Sociedad,la_liga,2024,29,1934,0,0.1420955304056406,0,0.8678923957049847,5,5,4,0,0,0.1420955304056406,0.007,0.04,0.007
Alessandro Buongiorno,Napoli,serie_a,2024,22,1931,1,0.7932021021842957,0,0.6279377229511738,8,5,2,0,1,0.7932021021842957,0.037,0.029,0.037
Marcus Tavernier,Bournemouth,epl,2024,29,1930,3,6.411486806347966,5,5.201899139210582,57,43,6,0,3,6.411486806347966,0.299,0.243,0.299
Alassane Pléa,Borussia M.Gladbach,bundesliga,2024,30,1930,11,6.866865694522858,4,3.265819158405065,42,25,3,0,10,6.10908904671669,0.32,0.152,0.285
Denzel Dumfries,Inter,serie_a,2024,29,1929,7,6.130226218141615,2,3.6943740658462048,37,21,4,0,7,6.130226218141615,0.286,0.172,0.286
Finn Porath,Holstein Kiel,bundesliga,2024,30,1929,2,2.533776681870222,2,2.039390686899424,29,22,3,0,2,2.533776681870222,0.118,0.095,0.118
Raba,Leganes,la_liga,2024,29,1925,8,7.210522370878607,6,6.12695131637156,44,46,6,0,4,3.49413430178538,0.337,0.286,0.163
Chris Richards,Crystal Palace,epl,2024,24,1925,1,1.6956392526626587,0,0.114281041547656,12,2,2,1,1,1.6956392526626587,0.079,0.005,0.079
Tiago Tomás,Wolfsburg,bundesliga,2024,32,1919,6,5.56389169767499,1,2.606959294527769,42,19,7,0,6,5.56389169767499,0.261,0.122,0.261
Nicolás Tagliafico,Lyon,ligue_1,2024,24,1918,3,2.963885312899947,1,0.6734582297503948,28,5,7,0,3,2.963885312899947,0.139,0.032,0.139
Sead Kolasinac,Atalanta,serie_a,2024,23,1917,0,0.8305487222969532,2,2.8309976141899824,10,17,7,0,0,0.8305487222969532,0.039,0.133,0.039
Theo Bongonda,Spartak Moscow,rfpl,2024,27,1916,7,6.231093326583505,1,3.295693289488554,52,32,1,0,7,5.476818034425378,0.293,0.155,0.257
Lucas Stassin,Saint-Etienne,ligue_1,2024,28,1916,12,8.409047394990921,4,3.849006508477032,44,18,4,0,12,8.409047394990921,0.395,0.181,0.395
Koke,Atletico Madrid,la_liga,2024,32,1915,1,1.498866917565465,1,1.3334013875573874,11,16,4,0,1,1.498866917565465,0.07,0.063,0.07
Nikolai Rasskazov,Krylya Sovetov Samara,rfpl,2024,24,1914,0,1.127788495272398,4,1.9724847674369808,19,19,4,0,0,1.127788495272398,0.053,0.093,0.053
Riccardo Orsolini,Bologna,serie_a,2024,30,1914,15,10.357791488990188,4,4.652595203369856,75,30,2,0,12,8.073895009234548,0.487,0.219,0.38
Pape Sarr,Tottenham,epl,2024,36,1913,3,3.994037317112088,2,2.015070780180394,34,16,6,0,3,3.994037317112088,0.188,0.095,0.188
Ethan Pinnock,Brentford,epl,2024,22,1912,2,0.9376051723957062,0,1.5102842152118685,10,8,2,0,2,0.9376051723957062,0.044,0.071,0.044
Mohamed Brahimi,Fakel,rfpl,2024,29,1912,1,1.1125147142447531,0,1.7495963461697102,13,23,8,0,1,1.1125147142447531,0.052,0.082,0.052
Adam Masina,Torino,serie_a,2024,28,1911,1,0.8731769127771258,2,0.5124717773869634,7,4,5,0,1,0.8731769127771258,0.041,0.024,0.041
Fabián,Paris Saint Germain,ligue_1,2024,30,1911,4,4.621170435100794,5,4.917103078216314,43,36,1,0,4,4.621170435100794,0.218,0.232,0.218
Issa Soumaré,Le Havre,ligue_1,2024,29,1908,5,4.202352497726679,4,2.711702112108469,43,28,0,0,5,4.202352497726679,0.198,0.128,0.198
Joris Chotard,Montpellier,ligue_1,2024,26,1908,1,1.5116395968943834,0,0.3835196532309055,19,7,5,0,1,1.5116395968943834,0.071,0.018,0.071
Morten Thorsby,Genoa,serie_a,2024,30,1907,0,2.8997801784425974,1,2.3799595832824707,15,26,6,0,0,2.8997801784425974,0.137,0.112,0.137
Rico Lewis,Manchester City,epl,2024,28,1903,1,1.6414977870881555,2,0.3464172556996345,10,7,3,1,1,1.6414977870881555,0.078,0.016,0.078
Fabio Silva,Las Palmas,la_liga,2024,24,1902,10,9.277339147403836,3,2.487750245258212,49,16,7,0,8,7.047506239265204,0.439,0.118,0.333
Shuto Machino,Holstein Kiel,bundesliga,2024,31,1901,11,8.25303456094116,2,2.2886266466230154,49,26,2,0,9,6.73748121317476,0.391,0.108,0.319
Armin Gigovic,Holstein Kiel,bundesliga,2024,30,1900,5,1.971327550709248,1,2.4431175496429205,25,15,5,0,5,1.971327550709248,0.093,0.116,0.093
Thomas Meunier,Lille,ligue_1,2024,30,1897,2,2.5050358651205897,0,0.6476623211055994,28,13,5,0,2,2.5050358651205897,0.119,0.031,0.119
Enzo Tchato Mbiayi,Montpellier,ligue_1,2024,27,1897,0,0.1498086592182517,0,1.415210192091763,4,14,3,0,0,0.1498086592182517,0.007,0.067,0.007
Gerzino Nyamsi,Lokomotiv Moscow,rfpl,2024,22,1894,4,4.000991843640804,0,0.3859401140362024,22,6,2,0,4,4.000991843640804,0.19,0.018,0.19
Aleksandr Chernikov,FC Krasnodar,rfpl,2024,27,1893,2,3.43843780644238,1,0.4085358455777168,31,9,9,0,2,3.43843780644238,0.163,0.019,0.163
Nikita Kokarev,Khimki,rfpl,2024,21,1890,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Anthony Jung,Werder Bremen,bundesliga,2024,28,1890,0,0.0232361778616905,0,0.1124214623123407,1,2,1,0,0,0.0232361778616905,0.001,0.005,0.001
Lucas Rosa,Real Valladolid,la_liga,2024,21,1890,0,0.8605911070480943,1,2.0154185853898525,8,12,6,0,0,0.8605911070480943,0.041,0.096,0.041
Unai Simón,Athletic Club,la_liga,2024,21,1890,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0
Johannes Eggestein,St. Pauli,bundesliga,2024,27,1890,3,5.848114471882582,4,2.1683141449466348,36,24,3,0,2,4.332561027258635,0.278,0.103,0.206
Adam Hlozek,Hoffenheim,bundesliga,2024,27,1890,8,5.854527406394482,3,2.8081529047340155,59,21,2,0,8,5.854527406394482,0.279,0.134,0.279
Bryan Zaragoza,Osasuna,la_liga,2024,27,1887,1,3.2676440300419927,6,4.370135611854494,42,37,4,0,1,3.2676440300419927,0.156,0.208,0.156
Amad Diallo Traore,Manchester United,epl,2024,26,1887,8,4.74583822209388,6,4.755917379632592,47,49,5,0,8,4.74583822209388,0.226,0.227,0.226
Jurgen Ekkelenkamp,Udinese,serie_a,2024,34,1884,3,3.1339307287707925,2,1.634106621146202,26,16,2,0,3,3.1339307287707925,0.15,0.078,0.15
Ryan Yates,Nottingham Forest,epl,2024,35,1883,2,2.863330416381359,1,1.0837957467883823,33,19,10,0,2,2.863330416381359,0.137,0.052,0.137
Vladimir Iljin,Fakel,rfpl,2024,25,1883,3,3.9889650251716375,1,1.66113713523373,40,16,4,0,1,2.480414398014545,0.191,0.079,0.119
Kai Havertz,Arsenal,epl,2024,23,1880,9,11.830620590597391,3,2.9488715566694736,53,17,5,0,9,11.830620590597391,0.566,0.141,0.566
Pablo Fornals,Real Betis,la_liga,2024,26,1876,2,1.9425642574205997,0,3.0682716201990843,23,36,2,0,2,1.9425642574205997,0.093,0.147,0.093
João Neves,Paris Saint Germain,ligue_1,2024,29,1875,3,3.853865841403604,8,5.1189155131578445,28,33,1,0,3,3.853865841403604,0.185,0.246,0.185
Lucas Höler,Freiburg,bundesliga,2024,31,1867,6,11.579248806461692,4,3.0513127334415917,35,21,3,0,6,10.821472128853202,0.558,0.147,0.522
Strahinja Pavlovic,AC Milan,serie_a,2024,24,1866,2,2.1691710744053125,1,1.2954732533544302,17,6,3,1,2,2.1691710744053125,0.105,0.062,0.105
Máximo Perrone,Como,serie_a,2024,26,1866,0,0.9457318838685752,3,1.9598194928839805,10,30,6,0,0,0.9457318838685752,0.046,0.095,0.046
Domingos Duarte,Getafe,la_liga,2024,22,1865,1,0.4832622818648815,0,0.0426994562149047,3,2,3,2,1,0.4832622818648815,0.023,0.002,0.023
Rocco Reitz,Borussia M.Gladbach,bundesliga,2024,27,1865,2,1.959852170199156,1,2.19960018992424,23,16,1,0,2,1.959852170199156,0.095,0.106,0.095
Lukas Kübler,Freiburg,bundesliga,2024,28,1864,5,2.8583033233881,1,0.7445640284568071,18,11,5,0,5,2.8583033233881,0.138,0.036,0.138
Pawel Dawidowicz,Verona,serie_a,2024,26,1864,0,0.2021232508122921,0,0.0,4,0,7,1,0,0.2021232508122921,0.01,0.0,0.01
Enzo Millot,VfB Stuttgart,bundesliga,2024,29,1863,6,8.739531425759196,5,2.9312736243009567,44,24,9,0,6,7.981754807755351,0.422,0.142,0.386
Marquinhos,Spartak Moscow,rfpl,2024,26,1863,0,2.7795158457010984,10,8.56522273644805,32,54,2,0,0,2.7795158457010984,0.134,0.414,0.134
Magnus Knudsen,Holstein Kiel,bundesliga,2024,31,1860,0,0.8302409574389458,1,1.3867995142936709,11,7,6,0,0,0.8302409574389458,0.04,0.067,0.04
Tyler Dibling,Southampton,epl,2024,33,1860,2,3.091769566759467,0,1.979686425998807,28,20,6,0,2,3.091769566759467,0.15,0.096,0.15
Jack Hinshelwood,Brighton,epl,2024,26,1857,5,3.2537715872749686,2,1.4211199935525656,18,16,5,0,5,3.2537715872749686,0.158,0.069,0.158
Gorka Guruzeta,Athletic Club,la_liga,2024,36,1856,7,6.789272961206734,2,1.4514029724523425,59,15,2,0,7,6.789272961206734,0.329,0.07,0.329
Moussa Diarra,Alaves,la_liga,2024,26,1855,0,0.0248128250241279,0,0.1712627625092864,1,4,6,0,0,0.0248128250241279,0.001,0.008,0.001
Breel Embolo,Monaco,ligue_1,2024,29,1853,6,12.377913488075135,4,5.882575495168567,50,31,5,0,6,12.377913488075135,0.601,0.286,0.601
Sebastian Walukiewicz,"Empoli,Torino",serie_a,2024,31,1853,0,0.3898047879338264,0,0.4117371141910553,6,5,6,0,0,0.3898047879338264,0.019,0.02,0.019
Sergey Bozhin,Fakel,rfpl,2024,23,1852,0,1.1932795625180006,0,0.5144857782870531,14,7,5,0,0,1.1932795625180006,0.058,0.025,0.058
Mandela Keita,Parma Calcio 1913,serie_a,2024,30,1852,0,0.0985107105225324,2,1.207997653633356,5,16,4,1,0,0.0985107105225324,0.005,0.059,0.005
James Maddison,Tottenham,epl,2024,31,1851,9,5.8936047330498695,7,6.016693122684956,39,42,6,0,9,5.8936047330498695,0.287,0.293,0.287
Reda Belahyane,"Lazio,Verona",serie_a,2024,28,1849,0,0.1940229153260588,2,1.198390127159655,6,16,4,2,0,0.1940229153260588,0.009,0.058,0.009
Ermedin Demirovic,VfB Stuttgart,bundesliga,2024,34,1847,15,17.190185952931643,1,2.3308997359126806,66,18,2,0,15,15.674632657319307,0.838,0.114,0.764
Gaetan Laborde,Nice,ligue_1,2024,28,1845,11,12.51884263381362,4,5.10445948690176,74,27,1,0,7,9.478462118655443,0.611,0.249,0.462
Patrick Dorgu,Lecce,serie_a,2024,21,1843,3,3.1648835986852646,1,1.512625027447939,36,19,2,1,3,3.1648835986852646,0.155,0.074,0.155
Mateo Cassierra,Zenit St. Petersburg,rfpl,2024,30,1842,8,8.003266977146268,4,2.76897638104856,49,21,0,0,7,7.248991655185819,0.391,0.135,0.354
José Gayá,Valencia,la_liga,2024,23,1839,0,1.3299360536038876,1,3.38606370985508,12,24,7,0,0,1.3299360536038876,0.065,0.166,0.065
Malo Gusto,Chelsea,epl,2024,32,1838,0,1.5562147982418535,1,1.343290576711297,22,22,4,0,0,1.5562147982418535,0.076,0.066,0.076
Mergim Vojvoda,"Como,Torino",serie_a,2024,28,1836,1,0.6811647824943066,2,3.3965131770819426,9,24,6,0,1,0.6811647824943066,0.033,0.166,0.033
Oliver McBurnie,Las Palmas,la_liga,2024,34,1835,3,6.037325001321733,6,3.4504245165735483,32,23,3,0,3,6.037325001321733,0.296,0.169,0.296
Alberto Dossena,Como,serie_a,2024,23,1834,0,0.6554462192580104,2,1.222608104348183,12,5,1,1,0,0.6554462192580104,0.032,0.06,0.032
Jean-Clair Todibo,West Ham,epl,2024,27,1833,0,0.2778066396713257,0,0.0297562526538968,5,2,3,0,0,0.2778066396713257,0.014,0.001,0.014
Yankuba Minteh,Brighton,epl,2024,32,1832,6,5.669837724417448,4,4.871835011057556,34,28,6,0,6,5.669837724417448,0.279,0.239,0.279
Lukas Klostermann,RasenBallsport Leipzig,bundesliga,2024,28,1832,1,0.4720908403396606,0,0.0794194061309099,4,2,5,0,1,0.4720908403396606,0.023,0.004,0.023
Ylber Ramadani,Lecce,serie_a,2024,29,1831,1,0.5368887726217508,1,0.8912339806556702,17,16,3,0,1,0.5368887726217508,0.026,0.044,0.026
Abbosbek Fayzullaev,CSKA Moscow,rfpl,2024,27,1830,3,3.1954828249290586,4,2.894581905566156,41,32,5,0,3,3.1954828249290586,0.157,0.142,0.157
Danil Denisov,Spartak Moscow,rfpl,2024,25,1829,0,0.47521220613271,1,1.5316455010324717,14,17,8,0,0,0.47521220613271,0.023,0.075,0.023
Morgan Guilavogui,St. Pauli,bundesliga,2024,25,1828,6,8.65836637839675,2,3.0779383797198534,41,27,6,0,6,8.65836637839675,0.426,0.152,0.426
Aitor Paredes,Athletic Club,la_liga,2024,23,1828,3,2.492131467908621,0,0.0571863129734993,6,2,2,1,3,2.492131467908621,0.123,0.003,0.123
Joshua Vagnoman,VfB Stuttgart,bundesliga,2024,26,1828,1,1.6710744313895702,1,2.32663943618536,15,22,4,0,1,1.6710744313895702,0.082,0.115,0.082
Santiago Mouriño,Alaves,la_liga,2024,25,1827,0,1.0117421904578805,1,0.9486839417368174,13,7,7,0,0,1.0117421904578805,0.05,0.047,0.05
Jonas Föhrenbach,FC Heidenheim,bundesliga,2024,27,1826,0,0.3573669847100973,1,0.7717274213209748,8,14,3,0,0,0.3573669847100973,0.018,0.038,0.018
Ashley Young,Everton,epl,2024,32,1824,1,0.2522744350135326,3,2.9377346560359,6,26,7,1,1,0.2522744350135326,0.012,0.145,0.012
Saidou Sow,"Nantes,Strasbourg",ligue_1,2024,21,1823,1,1.4113862235099075,1,0.7702929861843586,9,4,3,0,1,1.4113862235099075,0.07,0.038,0.07
Jamal Musiala,Bayern Munich,bundesliga,2024,25,1822,12,11.052295371890068,2,5.645927414298058,68,41,3,0,12,11.052295371890068,0.546,0.279,0.546
Wendel,Zenit St. Petersburg,rfpl,2024,22,1819,1,1.9745991853997111,10,5.345126829110086,21,39,4,1,1,1.9745991853997111,0.098,0.264,0.098
Patrick Wimmer,Wolfsburg,bundesliga,2024,29,1815,3,4.326380535960197,4,3.0010927617549896,42,24,5,1,3,4.326380535960197,0.215,0.149,0.215
Jim Allevinah,Angers,ligue_1,2024,28,1814,1,4.051122585311532,3,3.102520967833698,35,15,3,0,1,4.051122585311532,0.201,0.154,0.201
Becir Omeragic,Montpellier,ligue_1,2024,22,1813,0,0.5606440333649516,0,0.2280519586056471,7,3,1,0,0,0.5606440333649516,0.028,0.011,0.028
Maks Dziov,Fakel,rfpl,2024,21,1808,0,0.2627513222396374,0,0.2449414394795894,11,6,4,1,0,0.2627513222396374,0.013,0.012,0.013
Matìas Soulè Malvano,Roma,serie_a,2024,27,1807,5,3.697174882516265,5,6.449352219700813,42,51,3,0,5,3.697174882516265,0.184,0.321,0.184
Elvis Rexhbecaj,Augsburg,bundesliga,2024,27,1807,1,1.5866161594167352,1,1.1454962734133003,29,16,8,0,1,1.5866161594167352,0.079,0.057,0.079
Javi Galán,Atletico Madrid,la_liga,2024,25,1806,0,0.2446220647543668,2,3.3247619457542896,9,14,8,0,0,0.2446220647543668,0.012,0.166,0.012
Florian Sotoca,Lens,ligue_1,2024,31,1805,1,4.691040273755789,1,1.3942081313580277,47,18,2,1,1,4.691040273755789,0.234,0.07,0.234
Óscar Valentín,Rayo Vallecano,la_liga,2024,34,1804,0,0.7470753621309996,0,0.8123187460005283,5,13,4,0,0,0.7470753621309996,0.037,0.041,0.037
Jordan Ferri,Montpellier,ligue_1,2024,25,1804,0,0.3772363653406501,2,1.1186382779851556,13,13,6,1,0,0.3772363653406501,0.019,0.056,0.019
Luka Sucic,Real Sociedad,la_liga,2024,29,1804,1,3.661727663129568,1,3.427332490682602,43,25,4,0,1,3.661727663129568,0.183,0.171,0.183
Jamie Bynoe-Gittens,Borussia Dortmund,bundesliga,2024,32,1803,8,4.5964207872748375,3,3.476314332336188,52,21,4,0,8,4.5964207872748375,0.229,0.174,0.229
Felix Lemarechal,Strasbourg,ligue_1,2024,27,1803,4,4.074193011969328,3,2.756311032921076,25,29,2,0,4,4.074193011969328,0.203,0.138,0.203
Ismael,FK Akhmat,rfpl,2024,25,1802,0,0.7534750290215015,0,1.5106101650744677,21,19,7,0,0,0.7534750290215015,0.038,0.075,0.038
Manuel Ugarte,Manchester United,epl,2024,29,1802,1,1.087446665391326,2,1.616088747046888,19,10,11,0,1,1.087446665391326,0.054,0.081,0.054
Sávio,Manchester City,epl,2024,29,1801,1,5.246914088726044,8,6.9446608647704124,55,45,3,0,1,5.246914088726044,0.262,0.347,0.262
David Volk,Dynamo Makhachkala,rfpl,2024,20,1800,0,0.0,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0
Patrick Drewes,Bochum,bundesliga,2024,20,1800,0,0.0,0,0.0,0,0,2,0,0,0.0,0.0,0.0,0.0
Malick Thiaw,AC Milan,serie_a,2024,22,1800,0,0.4467847943305969,0,0.169118070974946,7,4,2,0,0,0.4467847943305969,0.022,0.008,0.022
Eray Cömert,Real Valladolid,la_liga,2024,25,1800,0,1.2057364508509636,0,0.0,9,0,6,0,0,1.2057364508509636,0.06,0.0,0.06
David Raum,RasenBallsport Leipzig,bundesliga,2024,22,1797,1,0.7967910505831242,5,6.467654440551996,9,48,4,0,1,0.7967910505831242,0.04,0.324,0.04
Warren Bondo,"AC Milan,Monza",serie_a,2024,24,1797,0,0.4223553575575351,0,0.3216595239937305,14,6,4,1,0,0.4223553575575351,0.021,0.016,0.021
Gabriel Gudmundsson,Lille,ligue_1,2024,30,1796,2,1.0835263142362237,0,2.2078034691512585,18,16,3,0,2,1.0835263142362237,0.054,0.111,0.054
