team,player,position,age,caps,goals,club,intl_xg_per_shot,weighted_shots,club_npxg_per90,market_value_m,club_form_estimated,intl_xg_norm,club_form_norm,experience_norm,value_norm,composite_score
Morocco,Abde Ezzalzouli,Forward,24,36,2,Real Betis,0.0,0.0,0.3899,20.0,True,0.0,0.2599,0.24,0.5741,0.2288
Saudi Arabia,Salem Al-Dawsari,Forward,34,109,27,Al-Hilal,0.0,0.0,0.3899,2.0,True,0.0,0.2599,0.7267,0.2072,0.2284
Colombia,Jhon Córdoba,Forward,33,21,6,Krasnodar,0.0,0.0,0.585,10.0,False,0.0,0.39,0.14,0.4522,0.2284
Qatar,Hassan Al-Haydos,Forward,35,186,41,Al-Sadd,0.0,0.0,0.3899,0.0,True,0.0,0.2599,1.0,0.0,0.228
Algeria,Rafik Belghali,Defender,24,12,1,Hellas Verona,0.0,0.0,0.0735,7.0,True,0.0,0.049,0.08,0.3921,0.2274
Argentina,Nico Paz,Forward,21,8,1,Como,0.0,0.0,0.306,65.0,False,0.0,0.204,0.0533,0.79,0.2272
Belgium,Leandro Trossard,Forward,31,51,12,Arsenal,0.0,4.0,0.306,20.0,False,0.0,0.204,0.34,0.5741,0.227
United States,Tim Ream,Defender,38,82,1,Charlotte FC,0.0,0.7,0.0735,0.8,True,0.0,0.049,0.5467,0.1108,0.2268
Turkey,Kaan Ayhan,Midfielder,31,73,5,Galatasaray,0.0,3.0,0.155,4.7,True,0.0,0.1033,0.4867,0.3282,0.2268
Spain,Nico Williams,Forward,23,30,6,Athletic Bilbao,0.0,0.0,0.207,60.0,False,0.0,0.138,0.2,0.7752,0.2264
Bosnia and Herzegovina,Edin Džeko,Forward,40,148,73,Schalke 04,0.0,0.0,0.3899,0.0,True,0.0,0.2599,0.9867,0.0,0.226
Switzerland,Rubén Vargas,Forward,27,61,11,Sevilla,0.0,0.0,0.3899,9.0,True,0.0,0.2599,0.4067,0.4342,0.2258
Ecuador,Joel Ordóñez,Defender,22,16,0,Club Brugge,0.0,0.0,0.101,6.0,False,0.0,0.0673,0.1067,0.3669,0.2256
Brazil,Matheus Cunha,Forward,27,22,1,Manchester United,0.0,0.0,0.29,45.0,False,0.0,0.1933,0.1467,0.7219,0.2244
Austria,Nicolas Seiwald,Midfielder,25,47,1,RB Leipzig,0.0,1.0,0.007,16.0,False,0.0,0.0047,0.3133,0.5342,0.2243
Senegal,Iliman Ndiaye,Forward,26,39,4,Everton,0.0,2.4,0.202,45.0,False,0.0,0.1347,0.26,0.7219,0.2238
Belgium,Dodi Lukébakio,Forward,28,30,6,Benfica,0.0,0.0,0.3899,20.0,True,0.0,0.2599,0.2,0.5741,0.2228
Switzerland,Djibril Sow,Midfielder,29,52,0,Sevilla,0.0,1.4,0.115,9.0,False,0.0,0.0767,0.3467,0.4342,0.2226
Ghana,Gideon Mensah,Defender,27,40,0,Auxerre,0.0,0.0,0.005,3.5,False,0.0,0.0033,0.2667,0.2836,0.2223
Japan,Daichi Kamada,Midfielder,29,49,12,Crystal Palace,0.0,4.199999999999999,0.058,12.0,False,0.0,0.0387,0.3267,0.4837,0.2221
New Zealand,Liberato Cacace,Defender,25,37,1,Wrexham,0.0,0.0,0.173,3.0,False,0.0,0.1153,0.2467,0.2614,0.222
Brazil,Douglas Santos,Defender,32,6,0,Zenit Saint Petersburg,0.0,0.0,0.022,8.0,False,0.0,0.0147,0.04,0.4143,0.2214
Sweden,Carl Starfelt,Defender,31,18,0,Celta Vigo,0.0,0.0,0.02,6.0,False,0.0,0.0133,0.12,0.3669,0.2214
Panama,Eric Davis,Defender,35,107,9,Plaza Amador,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.7133,0.0,0.2213
Canada,Tajon Buchanan,Forward,27,60,8,Villarreal,0.0,5.5,0.3899,8.0,True,0.0,0.2599,0.4,0.4143,0.2208
Norway,Andreas Schjelderup,Midfielder,22,11,1,Benfica,0.0,0.0,0.262,14.0,False,0.0,0.1747,0.0733,0.5106,0.2202
Sweden,Anthony Elanga,Forward,24,30,6,Newcastle United,0.0,0.0,0.209,50.0,False,0.0,0.1393,0.2,0.7414,0.2201
Algeria,Ramiz Zerrouki,Midfielder,28,52,3,Twente,0.0,0.0,0.102,9.0,False,0.0,0.068,0.3467,0.4342,0.22
Croatia,Petar Musa,Forward,28,11,1,FC Dallas,0.0,0.0,0.627,8.0,False,0.0,0.418,0.0733,0.4143,0.2193
Austria,Carney Chukwuemeka,Midfielder,22,3,1,Borussia Dortmund,0.0,0.0,0.155,25.0,True,0.0,0.1033,0.02,0.6144,0.2193
Japan,Keito Nakamura,Midfielder,25,25,10,Reims,0.0,0.0,0.308,8.0,False,0.0,0.2053,0.1667,0.4143,0.2192
England,Djed Spence,Defender,25,5,0,Tottenham Hotspur,0.0,0.0,0.021,8.0,False,0.0,0.014,0.0333,0.4143,0.2192
Panama,Alberto Quintero,Midfielder,38,141,7,Plaza Amador,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.94,0.0,0.219
Ecuador,Enner Valencia,Forward,36,105,49,Pachuca,0.0,0.0,0.273,3.8,False,0.0,0.182,0.7,0.2958,0.2188
Algeria,Hicham Boudaoui,Midfielder,26,32,0,Nice,0.0,0.0,0.155,12.0,True,0.0,0.1033,0.2133,0.4837,0.2188
Netherlands,Quinten Timber,Midfielder,24,11,1,Marseille,0.0,0.0,0.068,28.0,False,0.0,0.0453,0.0733,0.6349,0.2187
Senegal,Idrissa Gueye,Midfielder,36,130,7,Everton,0.0,1.0,0.03,1.0,False,0.0,0.02,0.8667,0.1307,0.2186
Canada,Promise David,Forward,24,10,3,Union Saint-Gilloise,0.0,0.0,0.545,13.0,False,0.0,0.3633,0.0667,0.4976,0.2185
Ivory Coast,Nicolas Pépé,Forward,31,55,12,Villarreal,0.0,4.0,0.3899,8.5,True,0.0,0.2599,0.3667,0.4245,0.2179
Ghana,Iñaki Williams,Forward,31,26,2,Athletic Bilbao,0.0,2.4,0.344,25.0,False,0.0,0.2293,0.1733,0.6144,0.2177
Colombia,Jefferson Lerma,Midfielder,31,64,5,Crystal Palace,0.0,0.0,0.036,8.0,False,0.0,0.024,0.4267,0.4143,0.2168
Switzerland,Remo Freuler,Midfielder,34,88,11,Bologna,0.0,5.1,0.042,4.0,False,0.0,0.028,0.5867,0.3035,0.2168
Sweden,Hjalmar Ekdal,Defender,27,13,0,Burnley,0.0,0.0,0.0735,6.0,True,0.0,0.049,0.0867,0.3669,0.2168
Australia,Aziz Behich,Defender,35,84,3,Melbourne City,0.0,0.0,0.0735,0.55,True,0.0,0.049,0.56,0.0826,0.2166
Morocco,Ayyoub Bouaddi,Midfielder,18,3,0,Lille,0.0,0.0,0.012,40.0,False,0.0,0.008,0.02,0.7002,0.2165
Morocco,Ayoub El Kaabi,Forward,32,71,37,Olympiacos,0.0,6.4,0.3899,5.0,True,0.0,0.2599,0.4733,0.3379,0.2165
Canada,Ismaël Koné,Midfielder,23,40,4,Sassuolo,0.0,0.0,0.049,14.0,False,0.0,0.0327,0.2667,0.5106,0.2163
Netherlands,Noa Lang,Forward,26,15,3,Galatasaray,0.0,0.0,0.3899,25.0,True,0.0,0.2599,0.1,0.6144,0.2158
Germany,Jamie Leweling,Midfielder,25,5,1,VfB Stuttgart,0.0,0.0,0.123,25.0,False,0.0,0.082,0.0333,0.6144,0.2156
Ivory Coast,Evann Guessand,Forward,24,21,4,Crystal Palace,0.0,0.0,0.338,28.0,False,0.0,0.2253,0.14,0.6349,0.2156
DR Congo,Arthur Masuaku,Defender,32,45,4,Lens,0.0,6.0,0.0735,2.5,True,0.0,0.049,0.3,0.2362,0.2154
Norway,Fredrik Aursnes,Midfielder,30,21,1,Benfica,0.0,0.0,0.118,17.0,False,0.0,0.0787,0.14,0.545,0.2151
Morocco,Chemsdine Talbi,Midfielder,21,5,0,Sunderland,0.0,0.0,0.155,22.0,True,0.0,0.1033,0.0333,0.5912,0.215
Portugal,Pedro Neto,Forward,26,24,2,Chelsea,0.0,0.0,0.178,60.0,False,0.0,0.1187,0.16,0.7752,0.2146
Switzerland,Noah Okafor,Forward,26,25,2,Leeds United,0.0,0.7,0.3899,18.0,True,0.0,0.2599,0.1667,0.5552,0.214
Scotland,Jack Hendry,Defender,31,38,3,Al-Ettifaq,0.0,1.0,0.0735,3.0,True,0.0,0.049,0.2533,0.2614,0.214
Belgium,Alexis Saelemaekers,Midfielder,26,24,2,Milan,0.0,0.0,0.183,12.0,False,0.0,0.122,0.16,0.4837,0.2137
England,Jordan Henderson,Midfielder,35,90,3,Brentford,0.0,0.0,0.155,2.0,True,0.0,0.1033,0.6,0.2072,0.2132
Ghana,Abdul Rahman Baba,Defender,31,51,1,PAOK,0.0,0.0,0.0735,2.0,True,0.0,0.049,0.34,0.2072,0.213
Canada,Cyle Larin,Forward,31,90,30,Southampton,0.0,9.1,0.329,3.5,False,0.0,0.2193,0.6,0.2836,0.2125
Ivory Coast,Amad Diallo,Forward,23,19,6,Manchester United,0.0,0.0,0.226,50.0,False,0.0,0.1507,0.1267,0.7414,0.2125
Argentina,Leandro Paredes,Midfielder,31,77,5,Boca Juniors,0.0,0.0,0.042,5.0,False,0.0,0.028,0.5133,0.3379,0.2124
Haiti,Johny Placide,Goalkeeper,38,81,0,Bastia,0.0,0.0,0.002,0.25,True,0.0,0.0013,0.54,0.0421,0.2123
Ivory Coast,Yahia Fofana,Goalkeeper,25,35,0,Çaykur Rizespor,0.0,0.0,0.002,2.5,True,0.0,0.0013,0.2333,0.2362,0.2117
Croatia,Dominik Kotarski,Goalkeeper,26,4,0,Copenhagen,0.0,0.0,0.002,6.0,True,0.0,0.0013,0.0267,0.3669,0.2113
Iran,Mehdi Taremi,Forward,33,105,60,Olympiacos,0.0,4.7,0.295,2.5,False,0.0,0.1967,0.7,0.2362,0.2112
Algeria,Nabil Bentaleb,Midfielder,31,59,6,Lille,0.0,1.0,0.155,5.0,True,0.0,0.1033,0.3933,0.3379,0.211
Austria,Marko Arnautović,Forward,37,133,47,Red Star Belgrade,0.0,3.0,0.3899,0.0,True,0.0,0.2599,0.8867,0.0,0.211
Senegal,Ibrahim Mbaye,Forward,18,10,3,Paris Saint-Germain,0.0,0.0,0.3899,25.0,True,0.0,0.2599,0.0667,0.6144,0.2109
Panama,Aníbal Godoy,Midfielder,36,159,4,San Diego FC,0.0,0.0,0.052,0.0,False,0.0,0.0347,1.0,0.0,0.2104
Paraguay,Ramón Sosa,Midfielder,26,29,1,Palmeiras,0.0,3.0,0.155,11.0,True,0.0,0.1033,0.1933,0.4686,0.2102
Norway,David Møller Wolfe,Defender,24,21,1,Wolverhampton Wanderers,0.0,0.0,0.0735,4.5,True,0.0,0.049,0.14,0.3215,0.2101
Czech Republic,David Zima,Defender,25,25,1,Slavia Prague,0.0,0.0,0.0735,4.0,True,0.0,0.049,0.1667,0.3035,0.2091
Germany,Nadiem Amiri,Midfielder,29,11,1,Mainz 05,0.0,0.0,0.151,17.0,False,0.0,0.1007,0.0733,0.545,0.2084
Egypt,Mohamed Abdelmonem,Defender,27,35,3,Nice,0.0,5.0,0.0735,3.0,True,0.0,0.049,0.2333,0.2614,0.208
Scotland,Lewis Ferguson,Midfielder,26,24,1,Bologna,0.0,0.0,0.017,20.0,False,0.0,0.0113,0.16,0.5741,0.2076
Egypt,Zizo,Forward,30,62,5,Al Ahly,0.0,0.0,0.3899,5.0,True,0.0,0.2599,0.4133,0.3379,0.2075
United States,Timothy Weah,Forward,26,51,7,Marseille,0.0,6.5,0.205,20.0,False,0.0,0.1367,0.34,0.5741,0.2068
Panama,Fidel Escobar,Defender,31,99,4,Saprissa,0.0,0.4,0.0735,0.0,True,0.0,0.049,0.66,0.0,0.2054
Qatar,Pedro Miguel,Defender,35,99,3,Al-Sadd,0.0,1.4,0.0735,0.0,True,0.0,0.049,0.66,0.0,0.2054
Uruguay,José Giménez,Defender,31,99,8,Atlético Madrid,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.66,0.0,0.2054
DR Congo,Gédéon Kalulu,Defender,28,28,0,Aris Limassol,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.1867,0.2836,0.2052
Switzerland,Aurèle Amenda,Defender,22,7,0,Eintracht Frankfurt,0.0,0.0,0.0735,6.0,True,0.0,0.049,0.0467,0.3669,0.2048
DR Congo,Cédric Bakambu,Forward,35,69,21,Real Betis,0.0,8.0,0.512,1.4,False,0.0,0.3413,0.46,0.1651,0.2044
Brazil,Igor Thiago,Forward,24,3,2,Brentford,0.0,0.0,0.3899,25.0,True,0.0,0.2599,0.02,0.6144,0.2038
Netherlands,Brian Brobbey,Forward,24,11,1,Sunderland,0.0,0.0,0.3899,20.0,True,0.0,0.2599,0.0733,0.5741,0.2038
South Africa,Lyle Foster,Forward,25,26,10,Burnley,0.0,0.0,0.3899,13.0,True,0.0,0.2599,0.1733,0.4976,0.2035
Norway,Kristian Thorstvedt,Midfielder,27,36,4,Sassuolo,0.0,0.0,0.155,8.0,True,0.0,0.1033,0.24,0.4143,0.2033
South Korea,Kim Seung-gyu,Goalkeeper,35,87,0,FC Tokyo,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.58,0.0,0.2031
Uruguay,Emiliano Martínez,Midfielder,26,10,0,Palmeiras,0.0,0.0,0.155,15.0,True,0.0,0.1033,0.0667,0.5228,0.2012
Scotland,Craig Gordon,Goalkeeper,43,84,0,Heart of Midlothian,0.0,0.0,0.002,0.05,True,0.0,0.0013,0.56,0.0092,0.2012
Cape Verde,Vozinha,Goalkeeper,40,86,0,Chaves,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.5733,0.0,0.2008
Panama,Ismael Díaz,Midfielder,29,57,17,León,0.0,0.0,0.421,1.0,False,0.0,0.2807,0.38,0.1307,0.1994
Ivory Coast,Simon Adingra,Forward,24,29,5,Monaco,0.0,6.0,0.261,22.0,False,0.0,0.174,0.1933,0.5912,0.1994
Brazil,Alex Sandro,Defender,35,44,2,Flamengo,0.0,0.7,0.0735,2.0,True,0.0,0.049,0.2933,0.2072,0.1989
Mexico,Luis Chávez,Midfielder,30,45,5,Dynamo Moscow,0.0,0.0,0.043,9.0,False,0.0,0.0287,0.3,0.4342,0.1989
Czech Republic,Michal Sadílek,Midfielder,27,35,1,Slavia Prague,0.0,0.0,0.155,7.5,True,0.0,0.1033,0.2333,0.4035,0.1987
Sweden,Gustaf Lagerbielke,Defender,26,11,2,Braga,0.0,0.0,0.075,5.0,False,0.0,0.05,0.0733,0.3379,0.1984
Czech Republic,David Jurásek,Defender,25,18,1,Slavia Prague,0.0,4.0,0.014,4.5,False,0.0,0.0093,0.12,0.3215,0.1981
South Korea,Son Heung-min,Forward,33,144,56,Los Angeles FC,0.0,11.9,0.269,0.0,False,0.0,0.1793,0.96,0.0,0.1978
Portugal,José Sá,Goalkeeper,33,5,0,Wolverhampton Wanderers,0.0,0.0,0.002,5.0,True,0.0,0.0013,0.0333,0.3379,0.1976
Ecuador,Kevin Rodríguez,Forward,26,31,2,Union Saint-Gilloise,0.0,0.0,0.495,5.0,False,0.0,0.33,0.2067,0.3379,0.1976
Panama,Michael Amir Murillo,Defender,30,94,9,Beşiktaş,0.0,4.8,0.094,0.0,False,0.0,0.0627,0.6267,0.0,0.1974
Scotland,John Souttar,Defender,29,24,2,Rangers,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.16,0.2836,0.1972
Ghana,Jordan Ayew,Forward,34,120,34,Leicester City,0.0,1.7,0.191,1.8,False,0.0,0.1273,0.8,0.1941,0.197
Colombia,Cucho Hernández,Forward,27,8,2,Real Betis,0.0,0.0,0.3899,18.0,True,0.0,0.2599,0.0533,0.5552,0.197
DR Congo,Axel Tuanzebe,Defender,28,13,1,Burnley,0.0,0.0,0.018,5.0,False,0.0,0.012,0.0867,0.3379,0.1968
Turkey,İsmail Yüksek,Midfielder,27,31,1,Fenerbahçe,0.0,1.0,0.051,12.0,False,0.0,0.034,0.2067,0.4837,0.1966
Portugal,Francisco Trincão,Forward,26,17,3,Sporting CP,0.0,0.0,0.222,35.0,False,0.0,0.148,0.1133,0.6757,0.1965
Ivory Coast,Yan Diomande,Forward,19,10,3,RB Leipzig,0.0,0.0,0.21,45.0,False,0.0,0.14,0.0667,0.7219,0.1964
Japan,Yuito Suzuki,Midfielder,24,6,0,SC Freiburg,0.0,0.0,0.155,15.0,True,0.0,0.1033,0.04,0.5228,0.1958
Uzbekistan,Otabek Shukurov,Midfielder,29,83,9,Baniyas,0.0,0.0,0.155,1.6,True,0.0,0.1033,0.5533,0.1802,0.1957
Senegal,Pape Gueye,Midfielder,27,41,5,Villarreal,0.0,4.8,0.155,6.0,True,0.0,0.1033,0.2733,0.3669,0.1957
Scotland,Andy Robertson,Defender,32,94,4,Liverpool,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.6267,0.0,0.1954
Uruguay,Facundo Pellistri,Forward,24,39,2,Panathinaikos,0.0,3.7,0.3899,7.0,True,0.0,0.2599,0.26,0.3921,0.1954
Cape Verde,Ryan Mendes,Forward,36,97,22,Iğdır,0.0,0.0,0.3899,0.7,True,0.0,0.2599,0.6467,0.1001,0.195
Ecuador,Gonzalo Plata,Forward,25,49,8,Flamengo,0.0,0.0,0.3899,5.0,True,0.0,0.2599,0.3267,0.3379,0.1946
Switzerland,Zeki Amdouni,Forward,25,29,11,Burnley,0.0,0.0,0.3899,9.0,True,0.0,0.2599,0.1933,0.4342,0.1938
Colombia,Jorge Carrascal,Midfielder,28,23,2,Flamengo,0.0,0.0,0.163,9.0,False,0.0,0.1087,0.1533,0.4342,0.1935
DR Congo,Ngal'ayel Mukau,Midfielder,21,13,0,Lille,0.0,0.0,0.155,12.0,True,0.0,0.1033,0.0867,0.4837,0.1934
Algeria,Houssem Aouar,Midfielder,27,20,6,Al-Ittihad,0.0,1.0,0.155,10.0,True,0.0,0.1033,0.1333,0.4522,0.1933
Argentina,Juan Musso,Goalkeeper,32,3,0,Atlético Madrid,0.0,0.0,0.002,5.0,True,0.0,0.0013,0.02,0.3379,0.193
Haiti,Wilson Isidor,Forward,25,4,2,Sunderland,0.0,0.0,0.3899,18.0,True,0.0,0.2599,0.0267,0.5552,0.193
Qatar,Almoez Ali,Forward,29,115,55,Al-Duhail,0.0,2.0999999999999996,0.3899,0.0,True,0.0,0.2599,0.7667,0.0,0.193
Ghana,Thomas Partey,Midfielder,32,57,15,Villarreal,0.0,0.0,0.077,5.0,False,0.0,0.0513,0.38,0.3379,0.1928
Belgium,Hans Vanaken,Midfielder,33,34,7,Club Brugge,0.0,0.0,0.187,6.0,False,0.0,0.1247,0.2267,0.3669,0.1928
Colombia,Deiver Machado,Defender,32,15,0,Nantes,0.0,0.0,0.11,4.0,False,0.0,0.0733,0.1,0.3035,0.1927
Switzerland,Fabian Rieder,Midfielder,24,28,1,FC Augsburg,0.0,1.0,0.155,8.0,False,0.0,0.1033,0.1867,0.4143,0.1926
United States,Auston Trusty,Defender,27,8,0,Celtic,0.0,0.0,0.0735,5.0,True,0.0,0.049,0.0533,0.3379,0.1923
Austria,Paul Wanner,Midfielder,20,3,0,PSV Eindhoven,0.0,0.0,0.175,14.0,False,0.0,0.1167,0.02,0.5106,0.1922
Haiti,Duckens Nazon,Forward,32,78,44,Esteghlal,0.0,0.0,0.3899,1.6,True,0.0,0.2599,0.52,0.1802,0.192
United States,Giovanni Reyna,Midfielder,23,38,9,Borussia Mönchengladbach,0.0,2.4,0.155,6.0,True,0.0,0.1033,0.2533,0.3669,0.1917
Curaçao,Juninho Bacuna,Midfielder,28,48,14,Volendam,0.0,0.0,0.155,4.5,True,0.0,0.1033,0.32,0.3215,0.1914
Uzbekistan,Abbosbek Fayzullaev,Midfielder,22,31,8,İstanbul Başakşehir,0.0,0.0,0.157,7.0,False,0.0,0.1047,0.2067,0.3921,0.1904
Iran,Ramin Rezaeian,Defender,36,74,8,Foolad,0.0,1.7999999999999998,0.0735,0.45,True,0.0,0.049,0.4933,0.0701,0.1904
England,Dan Burn,Defender,34,7,0,Newcastle United,0.0,0.0,0.07,5.0,False,0.0,0.0467,0.0467,0.3379,0.19
Tunisia,Dylan Bronn,Defender,30,52,2,Servette,0.0,0.0,0.0735,1.3,True,0.0,0.049,0.3467,0.1571,0.1899
Netherlands,Wout Weghorst,Forward,33,52,14,Ajax,0.0,5.4,0.404,3.5,False,0.0,0.2693,0.3467,0.2836,0.1895
Jordan,Ihsan Haddad,Defender,32,91,2,Al-Hussein,0.0,0.0,0.0735,0.0,True,0.0,0.049,0.6067,0.0,0.1894
Haiti,Jean-Ricner Bellegarde,Midfielder,27,10,0,Wolverhampton Wanderers,0.0,0.0,0.095,15.0,False,0.0,0.0633,0.0667,0.5228,0.1892
Paraguay,Julio Enciso,Forward,22,32,4,Strasbourg,0.0,0.0,0.211,20.0,False,0.0,0.1407,0.2133,0.5741,0.189
Morocco,Zakaria El Ouahdi,Defender,24,2,0,Genk,0.0,0.0,0.241,4.5,False,0.0,0.1607,0.0133,0.3215,0.1888
Switzerland,Silvan Widmer,Defender,33,60,5,Mainz 05,0.0,2.7,0.13,0.8,False,0.0,0.0867,0.4,0.1108,0.1884
Qatar,Karim Boudiaf,Midfielder,35,118,5,Al-Duhail,0.0,0.0,0.155,0.0,True,0.0,0.1033,0.7867,0.0,0.1883
Turkey,İrfan Can Kahveci,Forward,30,46,6,Kasımpaşa,0.0,0.0,0.3899,4.5,True,0.0,0.2599,0.3067,0.3215,0.1883
Portugal,Francisco Conceição,Forward,23,16,3,Juventus,0.0,0.0,0.213,30.0,False,0.0,0.142,0.1067,0.6475,0.1881
Turkey,Barış Alper Yılmaz,Forward,26,34,3,Galatasaray,0.0,4.0,0.195,20.0,False,0.0,0.13,0.2267,0.5741,0.1878
Colombia,Johan Mojica,Defender,33,44,1,Mallorca,0.0,0.0,0.025,1.8,False,0.0,0.0167,0.2933,0.1941,0.1875
Belgium,Diego Moreira,Midfielder,21,3,0,Strasbourg,0.0,0.0,0.084,18.0,False,0.0,0.056,0.02,0.5552,0.1874
Qatar,Abdulaziz Hatem,Midfielder,36,117,11,Al-Rayyan,0.0,0.7,0.155,0.0,True,0.0,0.1033,0.78,0.0,0.187
DR Congo,Simon Banza,Forward,29,15,2,Al Jazira,0.0,0.0,0.3899,11.0,True,0.0,0.2599,0.1,0.4686,0.1867
Australia,Jackson Irvine,Midfielder,33,82,14,FC St. Pauli,0.0,2.0999999999999996,0.127,1.5,False,0.0,0.0847,0.5467,0.1728,0.1866
Iran,Mohammad Mohebi,Midfielder,27,36,14,Rostov,0.0,0.0,0.267,3.5,False,0.0,0.178,0.24,0.2836,0.1865
Paraguay,Juan José Cáceres,Defender,26,17,0,Dynamo Moscow,0.0,1.0,0.008,4.0,False,0.0,0.0053,0.1133,0.3035,0.1865
Uzbekistan,Jaloliddin Masharipov,Midfielder,32,74,12,Esteghlal,0.0,0.0,0.155,1.7,True,0.0,0.1033,0.4933,0.1873,0.1858
Curaçao,Eloy Room,Goalkeeper,37,71,0,Miami FC,0.0,0.0,0.002,0.2,True,0.0,0.0013,0.4733,0.0344,0.1847
Paraguay,Fabián Balbuena,Defender,34,48,2,Grêmio,0.0,0.0,0.019,1.5,False,0.0,0.0127,0.32,0.1728,0.1843
Iran,Saman Ghoddos,Midfielder,32,68,3,Kalba,0.0,1.5,0.155,2.0,True,0.0,0.1033,0.4533,0.2072,0.1838
Norway,Patrick Berg,Midfielder,28,42,0,Bodø/Glimt,0.0,0.0,0.155,4.5,True,0.0,0.1033,0.28,0.3215,0.1834
Curaçao,Joshua Brenet,Defender,32,17,1,Kayserispor,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.1133,0.2836,0.1831
Haiti,Jean-Kévin Duverne,Defender,28,17,1,Gent,0.0,0.0,0.0735,3.5,True,0.0,0.049,0.1133,0.2836,0.1831
Croatia,Martin Erlić,Defender,28,12,1,Midtjylland,0.0,0.0,0.0735,4.0,True,0.0,0.049,0.08,0.3035,0.1831
Ivory Coast,Bazoumana Touré,Forward,20,6,2,TSG Hoffenheim,0.0,0.0,0.268,25.0,False,0.0,0.1787,0.04,0.6144,0.1825
Scotland,Ben Gannon-Doak,Forward,20,14,1,Bournemouth,0.0,0.0,0.3899,10.0,True,0.0,0.2599,0.0933,0.4522,0.1824
Netherlands,Marten de Roon,Midfielder,35,43,1,Atalanta,0.0,0.0,0.037,7.0,False,0.0,0.0247,0.2867,0.3921,0.1824
DR Congo,Théo Bongonda,Midfielder,30,37,7,Spartak Moscow,0.0,10.0,0.155,5.0,True,0.0,0.1033,0.2467,0.3379,0.1817
Scotland,Angus Gunn,Goalkeeper,30,22,0,Nottingham Forest,0.0,0.0,0.002,2.5,True,0.0,0.0013,0.1467,0.2362,0.1814
Haiti,Frantzdy Pierrot,Forward,31,51,34,Çaykur Rizespor,0.0,0.0,0.3899,3.0,True,0.0,0.2599,0.34,0.2614,0.1813
Sweden,Alexander Bernhardsson,Defender,27,11,0,Holstein Kiel,0.0,0.0,0.278,3.0,False,0.0,0.1853,0.0733,0.2614,0.1805
Croatia,Mateo Kovačić,Midfielder,32,112,5,Manchester City,0.0,9.7,0.155,0.0,True,0.0,0.1033,0.7467,0.0,0.1803
Spain,Borja Iglesias,Forward,33,7,0,Celta Vigo,0.0,0.0,0.528,5.0,False,0.0,0.352,0.0467,0.3379,0.1802
Sweden,Eric Smith,Defender,29,2,0,FC St. Pauli,0.0,0.0,0.055,5.0,False,0.0,0.0367,0.0133,0.3379,0.1784
Turkey,Oğuz Aydın,Forward,25,10,0,Fenerbahçe,0.0,0.0,0.3899,10.0,True,0.0,0.2599,0.0667,0.4522,0.1784
Argentina,Giuliano Simeone,Forward,23,11,1,Atlético Madrid,0.0,0.0,0.136,40.0,False,0.0,0.0907,0.0733,0.7002,0.1782
DR Congo,Edo Kayembe,Midfielder,28,42,2,Watford,0.0,0.0,0.155,4.0,True,0.0,0.1033,0.28,0.3035,0.178
Iran,Saeid Ezatolahi,Midfielder,29,83,2,Shabab Al Ahli,0.0,2.4999999999999996,0.155,0.9,True,0.0,0.1033,0.5533,0.121,0.178
Australia,Mathew Leckie,Forward,35,80,14,Melbourne City,0.0,4.3,0.3899,0.7,True,0.0,0.2599,0.5333,0.1001,0.178
Austria,Patrick Wimmer,Forward,25,30,1,VfL Wolfsburg,0.0,3.0,0.215,15.0,False,0.0,0.1433,0.2,0.5228,0.1776
Croatia,Ante Budimir,Forward,34,37,6,Osasuna,0.0,4.7,0.441,3.0,False,0.0,0.294,0.2467,0.2614,0.1775
Norway,Antonio Nusa,Forward,21,23,8,RB Leipzig,0.0,0.0,0.112,32.0,False,0.0,0.0747,0.1533,0.6593,0.1773
Ivory Coast,Elye Wahi,Forward,23,2,0,Nice,0.0,0.0,0.3899,12.0,True,0.0,0.2599,0.0133,0.4837,0.1767
United States,Haji Wright,Forward,28,20,7,Coventry City,0.0,5.8999999999999995,0.3899,7.0,True,0.0,0.2599,0.1333,0.3921,0.1764
Scotland,Lyndon Dykes,Forward,30,51,10,Charlton Athletic,0.0,0.0,0.3899,2.5,True,0.0,0.2599,0.34,0.2362,0.1762
DR Congo,Joris Kayembe,Defender,31,25,0,Genk,0.0,0.0,0.0735,2.5,True,0.0,0.049,0.1667,0.2362,0.1755
Jordan,Yazeed Abulaila,Goalkeeper,33,75,0,Al-Hussein,0.0,0.0,0.002,0.0,True,0.0,0.0013,0.5,0.0,0.1751
Germany,Oliver Baumann,Goalkeeper,36,13,0,TSG Hoffenheim,0.0,0.0,0.002,3.0,True,0.0,0.0013,0.0867,0.2614,0.1742
Switzerland,Yvon Mvogo,Goalkeeper,32,13,0,Lorient,0.0,0.0,0.002,3.0,True,0.0,0.0013,0.0867,0.2614,0.1742
